-203.868,124.804,-421.034,-5.2942,25.8222,124.777,124.795,-5.29418,-203.871,302.47,-5.29421,-421.018,25.8228,302.551,302.469,-421.023,25.8229,302.503,124.779,-421.027
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.0605364,-0.0535756,-0.0598068,-0.0485527,-0.0612362,-0.0531681,-0.0524603,-0.0513923,-0.0511969,-0.0623657,-0.0575582,-0.0528424,-0.0531115,-0.0616568,-0.0502684,-0.0456151,-0.0532518,-0.0496426,-0.0626035,-0.0496793
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.531246,2.50577,-1.21289,3.9747,11.6399,30.9748,-48.5908,55.1282,55.5362,-21.102,-5.04914,-46.7676,-2.08741,-18.053,30.6258,-70.7176,-64.0761,-29.6019,36.5021,-77.1291
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.89109,-19.9705,-2.02881,-8.60308,-13.925,-27.4778,-19.1317,2.95429,5.52483,8.08231,-9.43365,10.3513,27.4732,16.6289,-6.95396,-2.75671,26.5825,16.2888,-5.00304,0.125368
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-356.33,308.632,243.775,112.009,-116.024,421.947,354.964,27.8805,-95.2186,-32.2217,-154.743,42.9643,76.1873,-35.7095,-421.195,-426.884,42.3201,-464.126,-130.373,152.764
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20.6764,-3.7012,20.8395,8.58853,22.0568,1.8805,28.1763,7.6205,15.8731,-10.7946,-10.9816,-28.9794,18.9991,-8.52167,26.9641,-14.3252,-5.11499,-9.68377,12.4883,14.7137
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.10417,-17.5449,-2.95992,26.9511,-4.92677,-27.9203,11.3345,7.29082,-18.5224,-25.9032,23.4811,5.82433,12.3298,1.80996,-12.718,-17.1928,29.1291,11.9622,1.73425,-11.2022
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21.8477,8.26594,3.39324,-3.54916,1.93489,3.39053,5.08906,-30.1612,-9.03006,-16.8315,-11.4012,9.65461,-22.4986,11.1587,4.24452,10.2244,4.55997,25.5185,-13.8404,-11.786
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8.02902,-12.0326,6.93339,1.94588,-14.0475,-2.05432,19.9416,-3.04406,-3.04372,-24.0532,1.93515,2.92527,-26.517,-5.01798,-0.0540126,-10.0455,-16.05,0.935791,7.93409,31.0472
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446.089,461.109,-301.419,-478.009,-4.81186,402.869,358.403,249.126,-475.414,388.485,136.813,-390.306,-459.397,23.0314,361.728,-107.394,415.703,-381.061,351.901,499.893
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-170.538,-174.897,482.017,451.074,52.186,441.83,-329.959,191.349,167.7,121.556,-151.578,-141.382,335.255,49.3046,47.5465,-173.598,-177.286,-500,175.398,145.072
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-68.1044,78.3331,-40.0249,13.5059,5.43711,50.1001,47.7923,-82.7806,80.269,89.8839,-55.0455,-68.7584,-46.7174,-43.2463,-63.7953,-60.1223,61.3681,9.93811,61.65,60.4355
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.106177,2.0601,2.70445,0.82956,2.24182,2.05458,1.68933,0.310385,2.6285,1.69906,2.95261,2.27378,1.40375,0.76291,1.41502,1.23628,2.20834,2.03343,0.571673,1.91802
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-12.1915,-27.0385,13.0638,3.60599,17.0872,-26.0113,2.09525,-25.3599,-29.1154,25.7305,13.0692,-1.45471,4.9335,-29.5482,-8.36607,-28.3867,12.9685,23.7404,-0.138766,-21.3461
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
