12,6,3,9,7,1,4,15,2,5,14,10,33,20,11,13,16,30,8,17,31,39,42,18,19,21,24,26,22,23,27,37,34,25,28,38,47,35,40,29,32,41,36,43,50,48,46,44,45,49,0,6828
47,43,44,49,30,37,35,38,27,19,18,20,22,1,4,2,5,7,3,21,17,13,6,15,25,8,40,14,29,34,23,16,9,10,11,12,41,46,32,28,26,31,24,33,45,50,48,42,36,39,0,6593
49,47,36,40,29,43,19,21,25,33,26,3,1,4,2,5,17,12,14,6,16,10,7,8,20,27,15,13,9,11,31,35,18,28,30,22,37,23,32,24,44,38,34,39,41,48,50,45,42,46,0,6590
50,49,44,47,41,42,25,24,30,17,4,2,3,5,7,1,6,11,13,31,27,40,33,8,9,21,10,12,19,20,14,15,16,18,22,32,23,34,26,28,29,35,38,36,39,37,43,45,46,48,0,6539
48,44,41,33,9,3,5,10,8,1,2,4,6,7,16,14,15,11,17,12,13,18,19,29,27,20,21,40,25,30,22,23,24,31,46,26,38,42,28,43,47,49,39,32,34,35,36,37,45,50,0,6642
48,45,31,28,7,3,8,2,5,1,6,9,27,16,12,26,37,23,10,4,11,15,13,14,17,24,18,19,20,21,29,22,38,33,25,30,34,40,32,39,46,41,35,36,42,47,49,43,44,50,0,6604
47,26,9,20,4,6,1,3,28,7,8,17,5,23,2,13,10,16,18,25,31,46,38,29,11,21,12,24,14,15,19,33,36,27,22,39,43,32,30,44,34,35,42,37,40,49,48,41,45,50,0,6655
45,34,19,3,4,1,5,2,6,9,13,7,8,17,14,20,28,22,10,11,21,30,12,29,15,18,23,16,36,25,27,31,24,35,39,26,41,37,40,32,38,42,46,33,49,43,44,50,47,48,0,6549
46,37,23,14,13,3,1,2,15,4,5,6,7,9,8,10,11,12,29,30,33,20,16,21,17,18,19,25,26,22,24,27,38,28,35,36,39,31,34,32,41,40,42,43,44,45,47,48,49,50,0,6692
48,50,43,44,21,27,35,29,9,11,5,10,8,1,6,2,13,23,3,4,12,7,14,15,16,17,32,18,28,19,26,20,22,25,36,33,42,38,31,24,30,45,40,46,34,47,39,37,41,49,0,6618
