92,89,63,70,80,78,60,77,73,38,20,2,21,4,1,6,3,5,7,8,27,45,66,53,56,9,10,11,25,12,19,15,13,14,41,26,28,39,59,16,23,17,42,18,32,29,35,67,72,24,37,52,54,46,68,58,22,33,40,44,36,71,61,49,62,82,81,43,75,65,79,69,47,30,31,50,51,34,48,55,57,64,97,91,74,76,87,86,83,90,95,84,93,98,88,94,85,96,99,100,0,11927
65,73,37,12,40,52,50,55,28,48,16,1,7,5,2,8,6,17,14,3,13,42,9,4,21,10,15,11,51,47,18,19,20,71,62,22,23,57,76,67,61,24,35,27,25,59,29,26,38,30,58,53,31,89,74,32,33,36,60,69,34,39,70,41,86,77,68,54,43,56,82,88,80,87,44,45,49,46,72,63,78,75,79,85,83,64,66,81,91,94,84,93,98,95,97,96,99,100,90,92,0,12517
93,92,31,23,5,3,1,2,4,8,6,12,7,36,9,10,18,11,32,47,43,63,13,17,20,16,44,19,28,14,15,45,37,38,22,21,40,62,57,73,33,39,24,25,41,26,27,70,29,30,34,68,85,79,87,48,50,71,49,51,46,35,53,77,42,65,52,54,58,67,55,56,60,61,90,91,76,81,59,97,82,89,64,66,69,86,88,99,72,74,83,80,94,75,78,84,98,95,96,100,0,12077
87,60,15,23,18,41,21,56,5,2,1,11,24,49,55,42,3,4,6,19,13,14,7,34,38,57,8,58,86,84,64,43,46,48,22,17,9,27,12,16,10,44,26,47,70,52,31,20,25,32,40,71,28,36,65,73,83,91,90,89,78,88,72,51,68,85,59,29,33,63,30,39,77,92,76,37,35,50,74,45,54,53,61,66,69,62,67,75,79,80,93,94,81,82,95,96,97,98,99,100,0,12406
100,96,91,93,88,97,46,61,51,50,19,28,7,5,3,1,6,2,4,15,8,37,9,10,36,18,11,12,20,13,29,14,16,25,17,40,21,38,26,22,43,42,67,24,68,39,23,27,30,44,31,55,69,32,33,34,59,41,75,35,65,70,73,89,72,71,83,84,45,60,47,52,57,66,64,48,58,78,86,76,80,53,49,87,63,62,94,54,56,79,77,85,98,92,81,82,74,99,95,90,0,12102
97,89,72,46,58,37,55,50,47,24,4,5,1,2,3,17,12,11,16,8,14,19,13,15,6,23,9,10,26,18,48,33,7,27,25,20,28,39,29,21,22,35,73,74,56,69,38,79,30,59,53,57,40,63,31,36,42,32,66,34,65,41,44,52,60,86,75,45,43,61,62,49,54,51,64,70,67,71,84,80,77,82,68,76,78,81,91,87,83,98,99,92,90,94,95,88,96,85,93,100,0,12059
93,67,74,68,46,32,40,13,4,16,2,1,12,24,3,5,6,15,7,23,8,14,18,17,26,9,10,11,19,20,25,53,39,21,42,44,47,22,45,37,29,38,69,63,60,88,79,83,96,80,59,71,70,27,41,28,34,30,31,48,35,33,72,52,36,43,49,50,51,54,73,84,81,86,85,65,55,56,57,99,87,98,90,58,89,75,61,62,77,64,66,76,78,95,91,82,92,94,97,100,0,12339
86,81,49,75,14,37,46,57,48,16,40,54,42,8,18,7,12,6,2,1,3,9,4,5,15,10,59,47,11,17,13,19,20,61,28,21,26,23,43,58,22,29,87,97,34,51,64,27,44,50,41,24,39,30,25,60,45,31,32,33,35,36,38,66,70,72,65,69,52,73,63,67,91,53,74,82,89,88,55,62,71,68,85,93,83,56,84,92,90,76,77,78,79,80,98,94,99,95,96,100,0,12308
100,58,61,50,14,25,32,15,12,4,7,1,5,9,6,2,3,8,17,26,10,19,27,37,16,31,45,36,72,60,35,28,24,46,11,59,13,23,39,65,38,41,18,29,20,33,57,21,30,62,34,22,40,42,81,73,47,43,48,74,44,75,49,64,51,53,76,52,66,54,55,56,63,67,80,79,93,68,69,83,70,77,71,78,82,85,95,84,91,86,87,92,94,96,97,90,88,89,98,99,0,12163
95,75,65,67,87,86,72,61,62,23,22,19,18,34,38,20,16,5,1,6,2,4,7,24,14,13,21,33,76,49,57,37,17,35,10,3,8,9,15,11,12,25,27,26,29,28,30,31,36,52,32,42,43,77,39,41,54,50,40,44,45,55,46,70,47,71,63,48,73,78,60,79,51,53,56,64,80,88,58,59,66,89,68,74,93,69,81,85,82,90,98,97,94,83,99,84,91,92,96,100,0,12442
