0,79,190,377,529,618,754,1118,1248,1398,1581,1723,1916,2160,2203,2297,2392,2687,2988,3151,3302,3414,3512,3583,3847,4119,4292,4372,4506,4557,5151,5305,5333,5393,5693,5831,5953,6143,6419,6564,6613,6878,7108,7396,7456,7499,7686,7942,8093,8172
14,136,232,461,618,670,829,1122,1343,1442,1670,1785,1960,2180,2294,2392,2487,2785,3041,3153,3314,3442,3583,3680,3915,4152,4300,4458,4557,4655,5224,5333,5379,5478,5697,5914,6006,6145,6440,6604,6672,6958,7149,7400,7493,7595,7741,8002,8127,8209
32,157,301,541,628,733,899,1212,1442,1495,1741,1803,1984,2187,2299,2409,2580,2818,3072,3167,3374,3497,3641,3729,3967,4230,4375,4551,4614,4696,5257,5357,5478,5576,5772,5964,6021,6149,6531,6672,6754,7004,7246,7417,7535,7686,7747,8049,8209,8283
56,180,380,628,668,815,994,1231,1463,1541,1803,1840,2018,2246,2323,2474,2647,2903,3167,3233,3455,3513,3652,3735,4032,4232,4465,4614,4681,4778,5262,5392,5552,5606,5865,5984,6053,6162,6579,6725,6827,7016,7324,7497,7583,7721,7823,8058,8233,8349
132,211,426,665,704,831,1060,1278,1489,1617,1808,1861,2086,2295,2326,2541,2719,2955,3175,3299,3484,3541,3693,3791,4127,4279,4521,4680,4707,4859,5298,5463,5573,5682,5918,6053,6149,6233,6665,6751,6863,7043,7385,7583,7676,7780,7885,8113,8250,8402
211,270,485,695,782,894,1095,1316,1544,1638,1852,1899,2169,2303,2404,2599,2795,3015,3200,3369,3504,3615,3703,3863,4212,4289,4588,4704,4791,4901,5373,5502,5599,5702,5941,6067,6233,6325,6731,6784,6938,7129,7414,7610,7685,7836,7982,8121,8257,8463
266,336,574,713,858,988,1157,1328,1578,1685,1862,1953,2234,2309,2428,2695,2891,3054,3215,3422,3589,3703,3784,3955,4289,4380,4618,4721,4805,4942,5396,5530,5614,5787,6001,6160,6298,6380,6758,6860,6948,7206,7455,7629,7741,7844,8049,8197,8312,8481
291,381,667,739,895,1067,1189,1396,1599,1693,1890,2051,2309,2373,2445,2716,2915,3068,3293,3484,3603,3715,3881,4044,4349,4418,4619,4755,4895,5029,5405,5562,5651,5886,6023,6249,6312,6412,6805,6934,7032,7225,7484,7636,7798,7877,8138,8209,8355,8537
312,438,691,789,973,1089,1244,1432,1605,1741,1948,2134,2365,2403,2515,2787,2965,3153,3298,3515,3642,3761,3977,4130,4378,4511,4708,4793,4944,5112,5467,5629,5719,5930,6068,6302,6361,6496,6829,6956,7130,7277,7561,7638,7863,7955,8165,8297,8388,8619
337,516,755,861,1055,1169,1321,1475,1618,1758,2028,2227,2368,2433,2583,2854,3058,3225,3302,3536,3711,3820,4047,4163,4392,4570,4793,4828,5027,5197,5469,5662,5776,6000,6144,6351,6438,6567,6911,7002,7176,7336,7638,7714,7938,8041,8184,8307,8453,8640
401,600,805,931,1153,1265,1378,1507,1621,1824,2037,2259,2382,2437,2614,2865,3116,3302,3357,3634,3741,3834,4090,4258,4417,4615,4824,4924,5087,5284,5491,5672,5798,6001,6239,6358,6515,6660,7002,7075,7264,7341,7686,7744,7948,8122,8218,8386,8492,8651
480,693,904,973,1187,1318,1440,1579,1640,1912,2063,2324,2425,2532,2653,2874,3145,3332,3429,3670,3803,3932,4182,4306,4474,4708,4901,4963,5166,5372,5565,5717,5896,6095,6285,6383,6595,6708,7032,7092,7341,7431,7700,7779,8041,8189,8273,8399,8567,8654
577,791,929,988,1283,1372,1517,1640,1707,1950,2088,2360,2469,2624,2718,2901,3169,3363,3449,3767,3867,4014,4245,4367,4549,4781,4904,5014,5187,5401,5591,5765,5942,6191,6329,6410,6676,6774,7083,7148,7379,7521,7731,7864,8113,8207,8340,8435,8636,8735
579,879,988,1066,1318,1443,1599,1662,1797,1972,2091,2429,2553,2640,2794,2915,3195,3388,3498,3811,3948,4044,4264,4368,4553,4836,4939,5112,5230,5488,5669,5797,6001,6267,6410,6505,6702,6872,7096,7196,7406,7589,7745,7921,8207,8303,8403,8500,8649,8788
625,913,1037,1117,1328,1470,1662,1758,1890,2037,2141,2526,2592,2730,2846,2931,3280,3462,3554,3872,4019,4061,4339,4444,4583,4878,4982,5203,5318,5525,5683,5835,6096,6355,6473,6574,6758,6954,7120,7261,7414,7655,7762,7973,8258,8322,8476,8559,8653,8827
641,967,1091,1201,1330,1565,1684,1809,1943,2121,2231,2592,2681,2813,2871,3010,3309,3545,3634,3901,4061,4158,4386,4534,4666,4897,4994,5226,5413,5612,5727,5838,6134,6389,6503,6627,6769,7050,7131,7343,7470,7720,7772,8049,8311,8391,8490,8581,8670,8918
663,1010,1169,1249,1415,1568,1716,1891,2023,2174,2282,2641,2766,2845,2937,3047,3368,3589,3653,3989,4072,4216,4397,4611,4685,4949,5017,5248,5422,5708,5764,5868,6140,6453,6506,6662,6792,7090,7162,7395,7491,7731,7840,8055,8374,8471,8555,8640,8734,8993
669,1076,1180,1272,1513,1660,1799,1946,2085,2261,2346,2686,2837,2937,2989,3050,3465,3607,3695,4072,4122,4274,4449,4653,4766,5017,5105,5261,5468,5764,5787,5870,6204,6503,6519,6725,6874,7121,7198,7444,7585,7795,7861,8063,8395,8501,8591,8734,8785,9010
729,1120,1235,1291,1560,1740,1833,2025,2123,2346,2428,2752,2905,2970,3050,3148,3536,3685,3761,4100,4218,4346,4547,4727,4793,5030,5156,5310,5477,5776,5870,5943,6292,6519,6567,6817,6972,7198,7285,7457,7662,7861,7937,8103,8418,8591,8636,8765,8860,9014
732,1212,1251,1337,1627,1801,1875,2078,2209,2360,2523,2793,2919,3033,3128,3220,3595,3692,3838,4134,4303,4405,4640,4793,4835,5057,5221,5316,5569,5784,5912,5991,6366,6553,6606,6854,7030,7257,7289,7459,7694,7903,8032,8135,8439,8603,8731,8795,8876,9109
