48,43,19,21,11,9,2,1,7,33,25,20,28,5,3,4,12,13,6,8,27,15,29,22,14,10,16,17,31,18,23,24,30,41,42,26,44,32,34,45,37,49,46,35,38,47,36,39,40,50,0,4727
39,45,36,33,35,26,9,12,5,7,6,3,18,10,4,1,17,2,8,15,42,29,27,23,25,11,13,24,20,14,16,19,34,28,31,21,22,30,38,37,40,32,41,48,46,50,49,43,44,47,0,4630
47,33,21,12,4,9,3,2,6,1,5,7,8,10,22,31,25,17,34,32,19,18,11,16,13,24,14,30,23,20,15,26,27,28,43,40,44,48,29,46,36,35,39,37,38,41,45,50,42,49,0,4736
46,28,9,20,2,1,3,26,16,5,12,18,24,10,39,13,7,19,32,25,4,8,14,6,21,11,33,15,37,23,22,27,17,29,35,30,31,42,44,34,43,50,45,38,40,48,36,49,47,41,0,4868
50,43,45,37,21,13,14,5,1,2,3,4,22,18,15,6,7,9,12,10,27,11,8,20,26,24,30,32,49,38,25,36,34,29,16,17,28,19,31,39,33,23,42,35,48,46,40,44,41,47,0,4874
49,32,40,27,20,46,38,24,33,11,21,25,7,2,1,12,17,5,8,3,4,14,6,9,10,16,22,23,13,15,18,26,19,28,29,30,41,34,31,37,42,36,44,35,43,47,50,45,39,48,0,4744
46,45,14,8,17,15,9,1,2,5,3,4,6,12,10,7,21,13,30,23,18,29,22,11,19,16,20,33,27,26,24,25,37,32,31,39,43,40,28,38,34,44,35,36,41,47,48,42,49,50,0,4901
49,45,42,30,37,31,21,3,2,1,10,4,8,5,9,20,19,6,7,11,12,13,18,38,14,15,16,17,24,44,22,25,23,26,33,32,27,43,35,34,28,47,29,36,41,39,40,48,46,50,0,4782
50,37,13,8,4,1,2,3,16,23,24,9,21,5,7,20,10,6,11,14,12,22,15,17,18,28,27,19,29,25,31,26,30,38,32,33,46,39,34,40,41,35,36,42,43,44,48,45,47,49,0,4705
46,44,49,38,45,35,36,33,24,5,25,19,12,2,1,3,4,9,14,8,11,6,20,18,7,17,13,15,10,16,26,21,22,28,27,23,29,30,39,37,31,41,34,32,40,42,43,47,48,50,0,4728
