0,64,241,457,700,800,860,1226,1300,1368,1474,1723,1841,1958,2051,2143,2453,2734,2837,2928
39,110,289,484,766,850,950,1265,1334,1449,1522,1807,1909,2051,2143,2221,2496,2799,2838,3015
41,193,327,550,850,928,1006,1274,1377,1522,1619,1820,1966,2063,2195,2298,2561,2838,2931,3016
95,275,397,635,905,964,1049,1284,1396,1570,1710,1837,2005,2069,2277,2383,2648,2842,3016,3088
136,308,418,688,909,1049,1137,1344,1494,1669,1773,1866,2058,2112,2295,2428,2728,2873,3020,3107
185,355,433,719,960,1058,1229,1442,1538,1677,1853,1950,2089,2181,2378,2448,2821,2886,3059,3195
242,423,466,745,982,1133,1293,1538,1633,1718,1934,2019,2098,2218,2406,2509,2857,2982,3139,3269
305,466,558,830,1002,1179,1387,1544,1652,1769,2004,2050,2173,2294,2476,2545,2946,3007,3185,3357
352,556,656,866,1082,1252,1390,1600,1725,1851,2014,2133,2219,2369,2522,2610,3007,3066,3213,3379
417,636,729,942,1090,1323,1439,1636,1812,1876,2020,2143,2225,2462,2555,2689,3033,3108,3286,3397
426,694,824,1031,1095,1330,1479,1669,1876,1901,2048,2148,2308,2468,2590,2763,3036,3143,3288,3438
447,704,903,1032,1160,1379,1528,1684,1894,1956,2125,2232,2345,2561,2670,2842,3121,3189,3352,3473
533,730,958,1056,1225,1382,1581,1743,1901,2014,2214,2306,2385,2615,2764,2893,3143,3208,3435,3517
622,811,1017,1111,1236,1442,1669,1758,1927,2030,2306,2385,2438,2628,2787,2948,3145,3305,3452,3558
623,884,1111,1202,1279,1454,1716,1804,1944,2046,2318,2409,2527,2683,2845,2973,3212,3306,3455,3629
718,932,1199,1274,1306,1529,1735,1864,2031,2094,2392,2503,2586,2698,2931,3022,3253,3321,3549,3700
769,933,1200,1306,1340,1560,1796,1911,2063,2163,2411,2540,2666,2729,2988,3120,3319,3383,3587,3772
865,950,1265,1332,1387,1630,1874,1952,2072,2257,2470,2615,2708,2792,3068,3127,3326,3430,3597,3810
950,1018,1303,1343,1451,1650,1952,1990,2098,2319,2544,2631,2745,2830,3077,3192,3376,3469,3659,3907
960,1091,1313,1437,1472,1738,1982,2024,2131,2326,2626,2698,2830,2891,3139,3291,3380,3500,3729,3956
