0,118,176,236,334,401,637,756,819,999,1082,1249,1268,1337,1567,1701,1805,1905,2009,2101,2296,2362,2583,2714,2840,2901,2991,3100,3307,3451,3464,3744,3869,3950,4188,4191,4365,4422,4528,4606,4843,4929,4961,5085,5214,5313,5483,5585,5667,5785
61,162,187,334,400,486,689,802,863,1052,1089,1268,1337,1434,1646,1746,1854,2000,2019,2125,2315,2381,2595,2716,2901,2976,3038,3184,3392,3464,3549,3788,3942,3957,4190,4264,4403,4445,4544,4630,4869,4961,5037,5173,5256,5398,5491,5643,5730,5875
97,166,272,338,464,580,776,863,891,1089,1144,1272,1431,1507,1697,1771,1856,2016,2112,2215,2381,2434,2602,2726,2936,3035,3078,3265,3403,3490,3612,3884,3957,4053,4264,4335,4445,4544,4594,4670,4891,4986,5067,5229,5312,5491,5560,5710,5793,5962
123,254,333,391,512,644,777,866,949,1091,1176,1308,1455,1540,1755,1856,1925,2112,2183,2271,2406,2516,2692,2813,2971,3078,3131,3329,3414,3501,3700,3894,3964,4120,4292,4373,4468,4593,4670,4761,4930,5027,5138,5246,5321,5494,5592,5793,5862,6058
210,276,390,447,575,665,801,917,999,1093,1186,1355,1498,1609,1776,1913,2016,2123,2234,2322,2468,2547,2741,2878,2977,3097,3194,3365,3501,3540,3759,3898,4018,4188,4329,4385,4509,4622,4688,4853,5007,5118,5205,5321,5390,5518,5631,5808,5940,6089
272,334,434,516,663,737,817,954,1093,1137,1273,1432,1552,1703,1818,1960,2067,2164,2248,2356,2534,2641,2827,2969,3048,3133,3293,3376,3504,3637,3797,3923,4067,4224,4332,4392,4519,4670,4781,4951,5038,5142,5211,5358,5449,5562,5713,5886,5973,6183
334,433,440,576,737,813,910,1033,1127,1162,1372,1514,1587,1740,1886,2035,2095,2242,2292,2395,2545,2739,2879,3013,3091,3195,3376,3467,3544,3664,3840,3999,4075,4257,4343,4458,4521,4732,4805,5011,5111,5157,5301,5388,5476,5598,5714,5902,6064,6186
356,440,525,625,803,910,997,1116,1150,1259,1467,1543,1624,1826,1924,2073,2162,2249,2359,2414,2549,2806,2961,3016,3114,3273,3384,3544,3605,3735,3934,4075,4132,4265,4354,4506,4575,4738,4810,5083,5157,5244,5358,5415,5568,5683,5809,5948,6116,6251
394,479,597,633,850,943,1026,1138,1230,1351,1542,1557,1648,1924,2023,2098,2236,2275,2414,2496,2575,2901,3016,3114,3175,3341,3439,3555,3691,3777,4024,4111,4230,4354,4382,4575,4655,4768,4904,5130,5160,5303,5415,5481,5609,5757,5856,5989,6163,6256
424,541,633,712,852,999,1118,1165,1267,1367,1557,1622,1729,1942,2098,2192,2275,2366,2455,2554,2577,2934,3028,3137,3256,3361,3453,3643,3750,3799,4090,4116,4270,4376,4475,4626,4708,4800,4991,5160,5203,5357,5449,5559,5703,5784,5897,5990,6256,6333
