97,98,89,88,84,83,45,48,63,6,18,1,58,8,4,10,7,9,2,3,5,11,28,26,12,49,61,19,13,24,33,16,14,25,40,22,20,15,17,37,56,34,42,47,23,43,53,21,44,38,46,62,30,31,27,29,41,68,32,39,64,36,50,35,51,65,76,67,78,86,96,94,99,80,75,90,79,73,54,52,69,74,57,55,70,59,82,81,92,66,60,71,85,77,72,91,87,93,95,100,0,8949
87,90,82,83,51,75,79,45,9,23,8,6,1,2,22,3,4,10,5,7,11,12,25,28,16,39,15,14,49,32,35,13,17,24,20,18,30,26,19,21,71,55,57,27,53,47,50,29,33,56,31,43,76,41,66,69,88,65,62,63,67,38,48,72,42,36,46,40,34,84,68,37,44,52,70,54,77,73,74,64,58,78,59,60,61,89,85,80,81,91,86,92,96,98,93,97,94,95,99,100,0,8857
87,71,63,79,92,69,70,76,90,78,14,4,18,6,12,2,3,1,19,8,7,5,9,10,11,40,20,31,16,23,22,24,59,41,13,17,25,15,65,46,32,51,21,54,39,33,61,62,26,35,27,28,30,34,29,36,68,50,55,42,37,38,43,52,44,72,53,45,47,48,49,56,75,81,77,57,58,60,64,73,66,74,67,80,86,88,82,85,83,94,97,96,99,98,100,93,95,84,91,89,0,9170
100,91,94,93,44,39,42,7,6,3,5,4,1,8,2,9,27,15,10,11,45,48,16,19,17,12,13,14,18,61,87,20,21,22,23,47,29,28,62,24,25,26,33,30,40,50,53,31,46,43,49,34,32,51,86,35,64,36,37,54,55,38,41,52,56,57,89,60,63,58,65,73,88,76,72,74,59,75,66,77,83,67,68,69,70,84,71,90,78,82,79,85,80,81,92,96,98,97,95,99,0,9571
97,98,91,48,33,12,1,2,6,14,3,9,38,15,5,16,13,4,10,29,62,34,11,7,17,8,18,30,21,19,49,31,23,39,47,66,20,61,46,28,35,50,36,40,22,27,24,25,26,32,41,52,37,45,42,53,63,43,54,44,51,60,78,69,76,64,84,59,55,56,70,57,65,58,87,67,68,86,73,82,77,85,71,83,74,90,75,94,72,79,80,88,81,92,100,95,89,93,96,99,0,8982
99,84,94,82,78,95,90,92,86,58,41,49,42,50,28,25,22,27,14,6,2,1,5,8,7,3,15,4,30,29,12,56,74,26,35,47,9,34,18,10,31,13,24,11,16,17,37,23,19,20,63,48,66,33,32,36,21,83,38,60,55,39,45,59,43,40,44,89,70,46,51,52,57,53,71,75,72,64,54,73,61,87,98,91,96,85,80,88,62,76,65,67,68,69,77,81,97,79,93,100,0,8866
95,96,52,33,43,49,34,38,2,5,6,14,60,19,20,15,16,7,4,1,3,8,9,10,11,13,17,36,44,22,21,12,18,23,27,35,24,61,90,59,45,25,46,77,66,39,28,26,29,37,40,30,53,62,41,50,31,32,48,57,75,42,67,63,54,47,78,51,55,73,64,56,68,58,65,69,88,74,70,80,71,76,89,72,79,91,86,81,93,92,82,83,84,94,87,85,97,98,99,100,0,8869
97,87,86,83,81,69,90,62,46,54,63,50,33,30,8,15,45,17,1,10,25,65,70,12,2,3,38,16,6,9,31,13,23,5,7,11,4,14,18,71,48,19,20,36,21,22,49,40,24,26,29,51,28,27,32,42,68,35,34,55,43,37,44,73,41,64,52,39,47,74,53,72,88,85,67,91,61,75,66,76,56,77,57,78,79,58,59,60,95,80,94,93,84,89,96,82,99,92,98,100,0,8983
88,84,39,56,37,58,35,86,61,75,38,60,43,23,17,14,11,1,7,4,5,3,8,10,6,2,16,9,15,18,12,34,63,33,13,19,20,21,22,25,32,40,24,28,26,27,51,50,83,53,29,36,30,31,54,90,68,62,41,59,42,57,73,65,55,64,44,45,49,46,85,47,52,48,78,77,66,69,70,67,74,81,71,82,96,72,76,95,89,91,79,93,87,94,97,80,92,98,99,100,0,9277
90,79,80,78,63,54,71,68,70,56,87,46,53,1,5,2,9,10,21,14,3,7,17,4,6,36,50,34,8,11,19,16,25,26,28,12,13,15,65,18,35,57,69,59,52,44,32,39,23,20,22,62,37,58,33,43,60,81,96,95,64,38,86,49,47,24,27,29,45,41,55,30,31,40,48,42,51,66,76,94,61,72,73,67,75,82,74,77,92,85,93,99,98,97,83,88,84,91,89,100,0,9304
