0,94,177,214,236,330,404,425,429,526,584,605,633,691,722,783,827,833,899,998
94,177,264,352,367,443,471,474,535,605,632,666,742,806,860,958,999,1078,1120,1169
137,264,362,369,443,471,560,612,625,632,688,742,806,860,958,1018,1105,1190,1216,1252
173,362,409,433,466,560,620,708,766,861,887,963,1061,1090,1169,1195,1243,1333,1410,1495
251,409,493,498,537,620,708,774,861,929,963,1061,1143,1242,1258,1299,1333,1410,1495,1553
309,493,570,649,723,776,868,879,976,1030,1084,1143,1242,1307,1358,1394,1413,1469,1553,1584
395,570,649,723,814,907,916,976,1048,1091,1179,1206,1307,1358,1407,1489,1585,1596,1656,1740
408,572,686,814,907,976,980,1048,1091,1179,1206,1301,1357,1441,1489,1585,1646,1656,1740,1807
413,590,724,842,976,1034,1059,1076,1148,1232,1323,1379,1441,1503,1579,1678,1761,1775,1849,1945
477,660,751,890,1034,1076,1091,1175,1232,1323,1379,1474,1553,1579,1678,1761,1827,1849,1945,2031
