39,105,173,223,257,350,431,458,501,591,630,678,756,802,850,851,943,1027,1092,1179
41,189,246,324,367,379,504,570,635,691,700,738,833,916,1013,1106,1158,1171,1210,1211
95,244,285,360,386,392,552,655,742,785,795,865,950,1032,1123,1208,1290,1307,1311,1383
136,248,338,445,543,586,685,738,822,910,970,991,1036,1069,1186,1212,1308,1337,1368,1402
185,299,369,454,587,656,693,769,915,1007,1105,1120,1140,1187,1267,1306,1391,1475,1488,1576
242,321,378,529,682,719,760,795,951,1071,1201,1234,1295,1363,1444,1524,1552,1621,1717,1791
305,341,453,575,701,795,846,931,1040,1165,1207,1326,1362,1406,1514,1570,1640,1671,1742,1879
352,432,499,648,774,870,952,988,1101,1168,1263,1424,1489,1579,1589,1617,1686,1769,1828,1901
417,440,505,719,861,963,988,1064,1127,1217,1299,1497,1576,1659,1665,1738,1771,1781,1870,1919
426,445,588,726,925,969,1013,1153,1156,1257,1332,1592,1666,1724,1752,1754,1806,1811,1905,1960
447,512,625,775,943,1062,1117,1154,1241,1306,1347,1671,1750,1760,1837,1901,1981,2065,2111,2146
533,598,665,778,950,1116,1175,1199,1263,1359,1418,1726,1801,1827,1926,2009,2103,2177,2196,2240
622,633,718,838,976,1129,1191,1254,1265,1447,1462,1785,1856,1937,2029,2046,2126,2256,2353,2394
623,676,807,850,993,1184,1207,1345,1412,1494,1540,1879,1904,2010,2041,2049,2184,2280,2354,2465
718,745,866,941,1080,1199,1255,1417,1458,1513,1600,1967,2016,2064,2138,2232,2318,2412,2427,2536
769,803,946,977,1112,1230,1324,1449,1524,1585,1647,1968,2114,2115,2157,2270,2375,2449,2511,2608
865,912,988,1058,1121,1293,1418,1475,1531,1663,1704,2033,2121,2138,2216,2280,2455,2530,2577,2646
950,1014,1051,1078,1147,1331,1480,1491,1581,1741,1779,2071,2186,2254,2328,2390,2464,2546,2616,2743
960,1035,1136,1224,1257,1392,1487,1585,1589,1771,1813,2081,2285,2358,2440,2510,2572,2639,2670,2792
1044,1127,1166,1233,1291,1482,1542,1588,1663,1812,1835,2089,2374,2449,2506,2527,2637,2699,2701,2811
