8,15,2,40,1,5,4,89,3,6,7,9,51,10,52,11,12,13,14,16,17,29,31,18,19,20,30,54,21,34,22,23,24,49,95,25,26,50,27,61,28,35,32,33,41,46,88,44,97,36,77,37,93,38,39,76,42,74,43,45,47,48,53,55,56,62,57,73,58,91,59,60,78,63,66,64,65,67,68,69,75,99,70,71,72,79,80,81,82,83,84,85,87,90,96,92,86,94,98,100,0,6285
95,74,60,6,68,8,73,24,87,5,61,45,69,1,89,78,2,53,40,26,28,27,7,12,54,3,4,11,35,48,37,10,18,72,9,46,70,49,13,65,52,22,14,15,16,90,17,21,19,50,42,20,23,25,29,30,94,31,32,33,41,34,36,38,39,43,98,93,44,51,47,55,56,59,57,58,62,76,77,63,64,66,75,71,88,67,91,79,80,81,82,83,84,92,85,97,96,86,99,100,0,5822
29,45,38,3,1,9,2,8,4,11,96,5,87,42,78,40,10,6,7,12,65,13,76,27,21,14,97,18,15,16,84,41,58,54,17,20,19,22,23,28,52,24,53,25,26,39,68,30,31,32,33,34,35,36,37,43,44,82,46,83,66,47,48,49,50,51,55,56,57,59,60,92,61,62,63,64,67,69,70,71,77,72,73,74,75,79,80,81,85,90,89,88,86,98,91,99,93,100,94,95,0,6178
86,92,84,87,94,8,16,6,49,52,72,9,7,21,1,4,100,60,93,2,3,50,5,10,95,11,90,22,38,74,12,13,15,63,19,14,17,18,20,51,23,34,24,25,88,26,40,53,39,27,42,28,29,91,30,31,32,35,33,36,37,41,43,44,45,46,47,48,61,54,55,89,56,57,58,77,59,62,66,64,65,67,68,76,85,69,96,70,71,73,75,78,79,80,81,82,83,97,98,99,0,6311
98,38,62,24,12,34,21,1,96,2,3,53,93,4,51,97,13,25,5,14,36,6,80,15,46,26,7,8,9,16,10,11,17,18,68,19,75,44,35,52,76,50,23,20,45,22,64,27,28,29,30,31,39,32,41,37,33,40,42,63,43,54,48,65,47,89,49,55,56,67,57,66,94,58,59,60,61,69,70,71,72,83,73,74,79,90,77,78,81,82,91,84,85,86,95,87,88,92,99,100,0,5956
95,23,75,14,6,28,5,2,53,1,25,37,3,27,36,39,22,38,21,4,26,7,29,51,18,8,9,10,19,11,16,62,12,99,15,76,13,17,41,45,20,24,30,31,52,73,32,43,33,34,98,35,80,40,42,44,46,47,48,49,74,50,56,82,54,57,55,90,79,78,58,64,59,65,66,60,61,63,67,68,94,69,91,70,77,71,72,81,83,84,85,86,87,88,89,92,93,96,97,100,0,5774
78,77,49,31,8,19,74,30,16,51,64,65,26,41,7,33,1,2,28,3,56,22,57,6,4,5,9,10,11,39,59,20,47,12,53,13,14,15,21,17,36,40,18,91,50,52,58,23,24,25,27,29,32,34,61,35,90,37,62,38,42,43,54,44,45,46,48,63,93,55,95,60,97,66,67,68,69,81,70,75,71,72,73,76,96,79,85,80,86,82,87,83,88,92,84,89,94,98,99,100,0,5869
73,77,92,94,1,26,2,27,3,69,4,63,68,5,16,43,6,7,8,9,10,11,12,30,13,14,15,17,28,18,19,20,21,22,41,23,24,25,29,31,32,33,34,52,35,75,36,42,37,38,39,66,40,44,45,65,54,46,47,55,48,49,98,50,96,90,97,51,53,67,78,58,56,95,57,59,60,61,64,86,62,74,93,87,70,88,76,71,72,79,89,80,81,82,83,84,85,91,99,100,0,6105
88,63,6,18,1,4,50,72,2,89,7,3,5,8,9,98,13,14,10,68,11,12,51,30,16,15,17,84,74,80,19,20,21,22,23,62,86,26,24,76,40,39,27,25,28,29,77,34,31,32,41,33,37,53,42,35,38,36,85,43,44,45,46,52,47,75,48,49,54,87,55,56,64,57,58,59,94,60,61,65,67,66,69,78,70,71,73,79,97,81,95,90,82,83,91,93,96,92,99,100,0,6209
64,13,68,79,69,100,1,67,20,2,7,96,80,3,8,4,19,5,6,14,48,9,93,17,94,15,18,10,52,50,11,12,16,29,21,22,23,24,25,26,27,28,32,95,30,31,33,34,35,36,37,38,63,39,65,42,43,40,41,53,44,45,46,47,66,49,51,92,54,55,56,57,58,59,60,61,62,70,71,72,73,77,74,78,81,76,90,97,75,82,83,84,85,86,87,88,98,89,91,99,0,6273
