49,41,3,22,29,14,42,4,28,2,1,43,30,32,46,5,48,47,35,6,21,17,8,7,27,34,11,9,16,12,10,15,13,40,31,18,36,19,45,20,37,23,24,25,26,44,33,38,50,39,0,4285
4,10,18,5,2,23,30,26,1,27,3,20,6,42,7,46,8,36,11,43,9,21,12,25,37,13,14,34,15,16,35,50,17,19,31,38,22,45,32,33,24,44,28,29,39,40,48,41,47,49,0,4172
27,12,16,3,11,19,49,14,6,1,24,10,45,48,2,36,35,37,4,28,5,7,39,8,9,22,13,31,23,15,17,18,47,26,20,33,21,29,25,30,32,34,38,40,41,42,46,43,44,50,0,4130
4,1,45,5,20,13,23,17,2,14,3,16,10,21,15,9,19,12,27,8,6,33,7,39,46,35,34,22,44,49,11,43,18,38,30,24,32,31,25,48,37,26,28,29,36,40,41,42,47,50,0,4225
31,2,28,13,12,9,40,33,44,45,7,39,6,34,48,1,19,4,8,3,5,10,11,24,26,35,16,15,14,49,22,50,21,25,17,18,23,20,36,27,32,29,30,37,38,41,47,42,46,43,0,4163
28,31,48,19,18,13,7,23,11,3,27,1,2,4,5,6,29,8,14,9,20,10,12,15,21,22,16,17,26,50,33,46,24,32,34,25,35,30,39,36,40,37,42,38,41,43,44,45,47,49,0,4228
26,33,17,43,20,4,18,5,3,19,6,1,2,25,11,8,15,32,12,37,7,9,10,16,35,44,21,47,13,14,22,23,24,27,42,28,31,29,39,30,34,45,36,38,40,46,50,41,48,49,0,4262
16,5,45,8,40,28,7,9,1,14,18,27,10,19,43,2,26,3,4,32,11,44,6,17,22,20,37,12,25,23,39,13,24,15,31,21,29,41,30,33,34,35,38,36,49,42,46,47,48,50,0,4213
38,46,18,19,3,15,33,8,25,1,20,4,11,2,14,40,5,27,6,35,7,24,9,16,10,12,32,13,30,21,26,17,22,39,41,23,34,28,29,31,36,37,42,45,43,44,47,48,49,50,0,4141
15,43,23,44,26,29,21,6,40,10,27,30,1,2,3,4,33,9,35,18,5,32,7,38,16,41,17,8,11,19,12,22,20,25,14,13,24,37,28,45,31,39,34,36,46,49,48,50,42,47,0,4218
