12,14,60,105,124,177,229,267,364,430,479,489,568,581,628,672,696,791,876,951,1012,1096,1107,1126,1224,1226,1311,1355,1362,1435,1454,1496,1512,1581,1654,1739,1762,1788,1876,1884,1942,2005,2012,2056,2080,2112,2188,2273,2334,2424
19,93,154,179,232,269,356,398,471,535,537,630,681,707,747,775,865,881,975,1034,1069,1177,1262,1266,1270,1280,1374,1470,1525,1596,1662,1718,1768,1862,1877,1888,1987,2009,2065,2134,2201,2264,2360,2364,2404,2429,2459,2552,2588,2675
109,137,157,264,346,348,357,421,504,583,652,723,781,792,845,903,959,1055,1119,1162,1197,1261,1323,1359,1412,1499,1587,1597,1629,1667,1692,1727,1844,1886,1893,1904,2036,2075,2092,2166,2284,2353,2427,2515,2606,2647,2718,2721,2747,2843
158,195,246,321,377,379,403,462,573,646,743,794,815,854,917,967,1018,1066,1140,1181,1203,1297,1380,1427,1483,1564,1646,1650,1660,1679,1754,1823,1862,1929,1983,2070,2099,2176,2251,2290,2305,2431,2499,2537,2698,2789,2856,2880,2967,2998
244,247,284,368,471,515,531,541,667,755,806,820,862,959,1058,1152,1186,1227,1299,1335,1406,1417,1461,1538,1607,1698,1736,1761,1848,1855,1921,1980,2073,2127,2176,2179,2227,2258,2295,2377,2455,2488,2535,2595,2796,2820,2862,2924,3029,3123
296,307,386,461,569,594,687,689,726,829,857,901,969,996,1141,1186,1225,1305,1381,1443,1486,1577,1583,1665,1725,1769,1812,1888,1987,2053,2064,2091,2115,2162,2184,2224,2289,2362,2392,2393,2471,2579,2612,2711,2856,2871,2961,2997,3091,3126
378,389,472,510,636,733,820,874,960,1026,1093,1160,1198,1269,1277,1300,1319,1326,1478,1556,1579,1656,1741,1770,1819,1822,1916,1992,2087,2135,2139,2231,2236,2273,2330,2391,2397,2443,2470,2565,2611,2663,2671,2718,2928,3015,3072,3157,3179,3244
433,461,494,535,731,825,854,954,1058,1105,1179,1234,1333,1375,1430,1510,1592,1618,1651,1719,1780,1791,1863,1877,1885,1983,2073,2109,2184,2253,2279,2320,2414,2438,2536,2622,2652,2655,2721,2768,2809,2856,2945,2984,3031,3090,3147,3231,3269,3274
445,554,581,675,764,841,946,1007,1076,1107,1218,1275,1408,1430,1444,1547,1650,1741,1797,1817,1898,1986,2022,2087,2166,2189,2255,2260,2275,2326,2328,2422,2509,2590,2630,2689,2721,2764,2842,2883,2884,2977,2999,3061,3091,3145,3181,3258,3299,3376
504,603,627,741,858,920,993,1041,1117,1210,1240,1321,1447,1529,1626,1650,1673,1805,1873,1923,2004,2058,2069,2178,2201,2233,2281,2303,2315,2349,2383,2503,2519,2677,2679,2727,2811,2868,2879,2976,2986,3026,3088,3178,3189,3228,3309,3360,3381,3408
