0,3,81,118,175,195,285,342,422,482,550,573,588,676,765,772,856,899,991,1077,1157,1173,1213,1244,1287,1346,1432,1499,1571,1658,1672,1769,1856,1910,1937,1977,2044,2109,2166,2181,2238,2321,2354,2373,2395,2400,2485,2554,2606,2653,2664,2742,2785,2841,2908,2980,3012,3058,3099,3175,3182,3213,3304,3378,3420,3425,3519,3537,3574,3603,3667,3684,3704,3707,3779,3803,3812,3906,3941,3952,4012,4036,4135,4150,4220,4259,4328,4410,4506,4560,4597,4632,4651,4661,4749,4810,4905,4923,4972,5041,5069,5075,5118,5172,5263,5321,5323,5338,5387,5414,5495,5578,5662,5711,5781,5845,5854,5874,5926,5968,6048,6147,6148,6159,6177,6228,6294,6389,6407,6466,6468,6512,6541,6578,6644,6674,6693,6723,6802,6843,6922,6971,6992,7006,7082,7113,7210,7303,7334,7405,7440,7511,7587,7663,7682,7708,7773,7836,7867,7965,7991,8083,8094,8166,8212,8236,8256,8294,8329,8418,8459,8478,8552,8644,8651,8680,8757,8804,8893,8992,9030,9106,9158,9206,9261,9278,9341,9433,9477,9550,9557,9597,9644,9685,9755,9841,9849,9912,9989,10052
3,81,118,205,231,327,342,422,482,550,573,635,730,774,800,856,899,991,1080,1157,1225,1248,1324,1379,1454,1540,1560,1622,1658,1672,1769,1868,1941,2004,2009,2102,2136,2193,2233,2288,2379,2402,2487,2510,2540,2548,2585,2606,2653,2695,2742,2785,2855,2908,3007,3032,3096,3099,3175,3249,3332,3367,3387,3428,3429,3519,3537,3574,3603,3687,3733,3820,3847,3878,3949,3980,4073,4076,4155,4253,4304,4336,4364,4386,4446,4541,4617,4671,4711,4807,4861,4952,5042,5083,5155,5192,5230,5294,5392,5428,5431,5472,5538,5604,5681,5759,5760,5787,5792,5803,5849,5905,5930,6025,6084,6096,6176,6224,6235,6280,6374,6424,6474,6524,6531,6556,6618,6630,6697,6785,6865,6940,6981,7065,7151,7175,7227,7289,7362,7437,7460,7512,7609,7685,7687,7704,7744,7760,7780,7806,7810,7869,7893,7907,7946,7995,8006,8089,8166,8238,8248,8335,8359,8385,8431,8515,8555,8641,8737,8811,8833,8839,8934,9004,9069,9070,9083,9091,9152,9234,9257,9308,9400,9425,9448,9488,9557,9599,9626,9710,9735,9808,9889,9929,9957,10043,10060,10126,10159,10232
62,100,205,231,327,331,413,470,546,564,641,730,774,853,948,1033,1057,1080,1146,1225,1250,1344,1379,1454,1542,1560,1622,1651,1672,1730,1868,1941,2005,2009,2102,2137,2193,2245,2330,2395,2476,2487,2543,2593,2600,2649,2669,2672,2743,2755,2779,2855,2859,3007,3070,3100,3144,3173,3249,3332,3428,3442,3503,3558,3653,3728,3757,3765,3798,3818,3875,3899,3990,4028,4107,4184,4230,4240,4316,4389,4474,4484,4550,4616,4623,4706,4736,4782,4853,4910,4993,5042,5083,5155,5205,5230,5294,5392,5428,5433,5472,5540,5607,5694,5759,5851,5873,5933,5941,5990,6087,6096,6114,6148,6215,6269,6348,6390,6460,6519,6579,6610,6689,6780,6828,6836,6865,6871,6913,7011,7038,7104,7193,7283,7380,7424,7460,7484,7550,7621,7653,7733,7758,7814,7911,7983,8015,8073,8108,8161,8233,8276,8338,8365,8371,8428,8462,8532,8601,8662,8670,8748,8791,8844,8846,8918,8990,9013,9019,9070,9087,9145,9229,9316,9320,9419,9447,9535,9634,9683,9736,9752,9816,9888,9947,10009,10075,10167,10217,10250,10262,10294,10370,10435,10453,10541,10601,10668,10722,10764
98,162,232,296,384,438,463,528,626,669,737,803,853,948,1033,1083,1104,1203,1237,1291,1344,1404,1452,1542,1598,1663,1676,1732,1786,1824,1890,2005,2081,2149,2206,2232,2284,2330,2429,2514,2566,2621,2644,2697,2790,2811,2824,2885,2893,2987,3084,3112,3180,3216,3261,3358,3398,3483,3484,3525,3582,3647,3658,3696,3794,3883,3948,3949,3992,4004,4101,4110,4196,4202,4204,4290,4384,4472,4515,4560,4628,4714,4750,4841,4925,4957,4960,5000,5023,5102,5201,5258,5262,5331,5400,5430,5529,5580,5646,5679,5768,5841,5913,5914,5937,5999,6003,6029,6100,6184,6234,6264,6348,6381,6461,6530,6577,6596,6633,6658,6693,6750,6820,6882,6941,6968,7039,7094,7113,7185,7208,7236,7283,7380,7452,7506,7587,7628,7640,7666,7742,7783,7872,7911,7983,8045,8115,8172,8191,8238,8276,8375,8440,8454,8528,8627,8637,8683,8713,8719,8799,8851,8886,8911,8965,9027,9071,9111,9157,9256,9344,9429,9491,9579,9629,9640,9679,9706,9764,9808,9845,9921,9951,10049,10106,10113,10167,10251,10252,10301,10393,10444,10526,10604,10691,10751,10806,10863,10933,11028
162,236,327,384,467,477,564,626,669,737,803,849,927,1020,1083,1156,1252,1315,1342,1366,1459,1500,1597,1641,1663,1710,1747,1807,1896,1973,2051,2148,2212,2219,2257,2297,2330,2429,2514,2604,2663,2728,2786,2812,2899,2933,3016,3027,3083,3126,3209,3276,3288,3319,3358,3433,3483,3565,3588,3603,3647,3695,3750,3804,3883,3948,3956,4029,4032,4101,4111,4196,4289,4350,4431,4514,4569,4591,4672,4751,4805,4892,4893,4975,5025,5033,5130,5153,5188,5217,5258,5274,5361,5440,5522,5587,5649,5748,5770,5849,5880,5913,5921,6016,6039,6110,6160,6224,6299,6359,6374,6442,6505,6584,6656,6696,6781,6783,6828,6922,6985,7028,7092,7105,7115,7118,7134,7163,7218,7312,7405,7474,7549,7614,7671,7739,7743,7809,7900,7915,7998,8036,8070,8125,8212,8256,8323,8357,8373,8408,8425,8445,8463,8529,8627,8637,8683,8713,8777,8874,8933,8958,9025,9030,9045,9082,9115,9157,9256,9344,9429,9526,9579,9644,9685,9730,9747,9820,9831,9913,9954,10041,10125,10150,10209,10298,10384,10399,10470,10484,10552,10610,10643,10691,10780,10874,10893,10933,11028,11050
236,327,404,467,508,564,609,667,713,763,862,927,1020,1064,1156,1252,1315,1378,1475,1574,1626,1634,1692,1773,1834,1883,1897,1951,1984,2051,2148,2224,2305,2359,2380,2398,2415,2456,2604,2663,2728,2786,2826,2899,2933,3016,3081,3132,3185,3209,3276,3335,3389,3430,3449,3505,3602,3660,3702,3788,3859,3883,3901,3921,3947,3971,4029,4033,4047,4146,4227,4289,4377,4464,4525,4578,4591,4672,4751,4805,4892,4894,4975,5070,5080,5164,5241,5338,5434,5475,5478,5577,5676,5713,5715,5725,5765,5828,5857,5939,5978,5989,6029,6057,6110,6198,6235,6322,6362,6437,6446,6515,6584,6656,6696,6782,6837,6878,6937,6993,7054,7153,7175,7254,7332,7408,7455,7508,7546,7583,7641,7648,7701,7771,7841,7861,7895,7939,7973,8000,8040,8086,8125,8212,8256,8326,8361,8375,8408,8458,8526,8606,8653,8680,8699,8711,8735,8777,8874,8972,9001,9025,9033,9088,9174,9185,9283,9373,9468,9543,9640,9718,9748,9834,9887,9946,9988,9995,10020,10028,10108,10160,10227,10244,10322,10384,10476,10477,10511,10552,10621,10708,10757,10837,10875,10893,10986,11072,11107,11136
275,404,498,597,647,729,734,747,832,862,950,992,1064,1107,1247,1290,1378,1475,1574,1635,1686,1745,1780,1834,1883,1902,1966,2009,2102,2186,2265,2349,2433,2528,2561,2648,2702,2748,2823,2869,2879,2916,2933,2941,2983,3081,3142,3185,3216,3273,3348,3389,3430,3505,3522,3602,3660,3723,3788,3859,3889,3925,3943,4014,4107,4146,4227,4272,4310,4338,4395,4463,4486,4525,4578,4627,4680,4776,4858,4878,4954,4976,5070,5164,5257,5277,5355,5434,5475,5562,5647,5676,5713,5770,5869,5938,5993,6007,6031,6073,6169,6209,6284,6381,6405,6458,6551,6609,6662,6700,6716,6795,6885,6933,6991,7028,7056,7128,7181,7252,7303,7326,7338,7374,7408,7455,7518,7546,7583,7668,7703,7716,7771,7841,7895,7941,7968,8015,8105,8179,8275,8327,8382,8431,8487,8582,8594,8636,8688,8737,8760,8824,8844,8941,8969,9005,9012,9038,9126,9168,9261,9355,9416,9508,9524,9561,9565,9653,9737,9800,9869,9871,9914,9921,9946,9990,9999,10020,10082,10178,10187,10257,10265,10359,10381,10476,10570,10583,10661,10735,10793,10846,10877,10912,10971,11010,11072,11125,11168,11237
288,498,597,654,729,754,755,832,839,950,1018,1088,1129,1155,1286,1312,1379,1530,1635,1705,1774,1798,1827,1926,2001,2019,2037,2102,2186,2265,2349,2433,2528,2563,2648,2702,2763,2823,2903,2943,3041,3063,3080,3140,3187,3227,3267,3295,3320,3414,3454,3463,3513,3593,3624,3635,3723,3811,3840,3889,3925,4000,4064,4107,4166,4227,4272,4310,4338,4416,4463,4486,4561,4655,4689,4727,4807,4859,4945,4969,5056,5074,5164,5257,5326,5355,5432,5473,5562,5647,5738,5787,5792,5869,5948,6007,6080,6120,6174,6204,6222,6284,6381,6405,6458,6551,6640,6687,6773,6801,6854,6945,7032,7050,7143,7194,7286,7359,7394,7432,7471,7537,7636,7729,7777,7830,7871,7900,7944,7992,8042,8044,8064,8144,8233,8239,8309,8386,8402,8475,8479,8524,8616,8658,8700,8787,8802,8845,8909,8942,9015,9081,9145,9188,9231,9239,9279,9304,9315,9356,9406,9421,9508,9584,9657,9756,9779,9800,9806,9869,9915,9931,9957,9996,10086,10155,10227,10272,10304,10391,10401,10444,10458,10476,10567,10579,10607,10661,10735,10823,10846,10902,10912,10971,11010,11063,11125,11168,11259,11285
337,588,667,722,754,789,832,913,989,1022,1115,1203,1236,1237,1309,1407,1485,1614,1705,1774,1844,1887,1926,2013,2061,2084,2088,2165,2236,2335,2387,2459,2563,2625,2668,2763,2814,2903,2962,3047,3106,3153,3196,3287,3292,3368,3399,3421,3422,3464,3490,3578,3599,3624,3677,3765,3833,3932,3996,4010,4028,4068,4098,4166,4197,4263,4319,4388,4463,4558,4632,4721,4817,4853,4912,4914,4943,4986,5025,5056,5074,5143,5237,5326,5355,5432,5473,5559,5633,5738,5787,5807,5887,5948,6007,6080,6120,6174,6204,6253,6284,6331,6429,6501,6581,6640,6687,6786,6848,6896,6945,7032,7050,7143,7194,7286,7359,7394,7432,7471,7537,7636,7729,7778,7840,7935,7977,7980,8001,8042,8081,8180,8239,8274,8313,8314,8386,8477,8561,8599,8678,8753,8765,8851,8864,8893,8939,8951,8997,9015,9090,9163,9221,9309,9319,9322,9346,9397,9440,9467,9560,9590,9626,9657,9756,9786,9851,9900,9984,9995,10003,10093,10123,10147,10214,10227,10272,10323,10413,10431,10444,10516,10549,10603,10630,10676,10728,10797,10889,10985,11024,11051,11055,11118,11133,11195,11258,11298,11370,11464
338,667,722,816,825,899,957,989,1029,1128,1203,1236,1259,1316,1407,1485,1556,1648,1765,1844,1915,1968,2067,2140,2177,2259,2343,2355,2434,2458,2546,2568,2649,2742,2755,2833,2898,2967,3047,3125,3168,3263,3347,3383,3432,3511,3542,3572,3658,3728,3763,3797,3834,3920,3927,3971,4047,4076,4163,4252,4331,4378,4405,4488,4520,4590,4668,4699,4747,4802,4848,4868,4874,4912,4979,5027,5120,5141,5177,5193,5238,5315,5325,5361,5402,5472,5559,5637,5667,5745,5819,5905,5961,6043,6083,6176,6186,6245,6256,6291,6379,6429,6501,6581,6637,6719,6786,6848,6896,6948,7006,7059,7092,7158,7231,7314,7380,7451,7500,7578,7675,7771,7807,7844,7935,7977,8001,8007,8079,8114,8180,8239,8305,8336,8338,8378,8477,8561,8609,8678,8753,8776,8851,8947,9005,9007,9012,9014,9069,9121,9163,9248,9327,9333,9337,9360,9429,9482,9548,9572,9590,9626,9663,9755,9788,9851,9945,10027,10119,10170,10177,10217,10232,10322,10361,10380,10407,10426,10431,10494,10589,10601,10656,10745,10756,10794,10841,10889,10987,11024,11082,11166,11199,11270,11295,11309,11346,11391,11464,11552
