86,94,68,1,57,98,2,3,36,4,5,6,7,8,9,87,10,11,12,13,14,15,85,99,100,56,97,16,17,18,19,95,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,37,38,39,55,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,92,93,58,81,59,64,60,61,62,63,65,66,67,69,70,72,80,71,89,73,74,88,77,90,96,75,79,78,91,76,82,83,84,0,5660
93,75,41,96,15,97,67,28,95,7,62,38,6,25,1,14,37,4,33,3,91,2,94,5,8,9,60,10,92,70,11,34,32,12,13,59,16,36,63,17,18,19,20,21,22,23,24,65,26,27,29,30,31,40,35,39,50,42,43,44,77,45,46,47,48,49,74,61,51,64,52,53,54,89,55,56,57,58,66,68,69,71,72,78,73,79,80,76,81,82,83,84,85,90,86,87,98,88,99,100,0,5345
13,1,98,5,76,28,4,93,15,2,32,3,6,14,16,7,29,8,9,10,11,12,17,18,19,74,77,79,20,65,78,21,68,22,31,23,24,25,26,27,41,30,33,34,35,92,36,37,49,38,51,50,39,40,43,52,42,44,97,45,67,46,90,53,47,48,54,55,56,57,58,59,60,61,91,62,63,64,66,69,89,100,70,86,71,87,72,75,88,73,80,81,82,83,84,85,94,95,96,99,0,5455
29,34,61,83,13,15,1,27,14,2,62,28,3,93,6,4,5,78,7,8,9,10,11,12,16,17,18,100,19,20,21,22,23,70,24,63,25,26,30,31,32,33,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,53,52,54,55,56,64,57,65,58,59,60,66,67,68,69,77,71,72,73,74,75,76,98,81,82,79,80,92,91,90,84,85,86,87,88,95,96,89,94,97,99,0,5205
73,1,2,3,53,4,25,99,7,8,95,97,5,6,9,10,45,21,29,11,52,46,12,13,14,15,16,33,17,18,19,24,20,26,39,22,27,23,28,60,65,30,31,38,32,40,34,35,36,37,41,42,43,44,47,48,75,80,49,50,51,64,77,78,55,54,56,57,58,59,61,62,63,66,67,79,68,69,74,81,96,98,82,70,71,93,72,89,76,92,84,83,85,86,87,88,90,91,94,100,0,5486
1,2,3,4,5,6,7,8,44,9,29,10,11,81,45,12,13,14,59,27,57,55,15,47,28,16,43,17,84,18,19,20,21,22,23,24,25,94,26,95,30,88,31,32,93,33,34,48,35,36,37,38,39,40,41,42,46,49,78,50,51,74,83,89,52,82,53,54,56,58,60,91,61,62,65,63,75,64,66,68,80,67,69,70,71,90,72,73,79,92,76,77,85,96,86,97,87,98,99,100,0,5314
86,77,94,1,87,2,3,4,27,5,6,92,7,62,8,64,9,10,53,11,12,13,100,14,63,15,16,17,18,19,20,21,22,23,40,24,41,66,25,75,26,28,29,30,31,32,33,34,35,36,37,38,39,42,43,44,45,46,47,90,48,49,50,51,52,54,55,56,57,88,58,59,91,60,61,65,76,72,67,68,79,69,89,70,74,71,73,78,80,81,82,83,84,95,96,85,98,93,97,99,0,5530
98,69,29,7,17,19,3,66,82,89,63,1,60,90,2,77,4,5,6,92,59,8,61,31,9,10,28,20,26,13,11,27,12,35,16,15,18,14,21,24,22,23,30,25,99,32,58,51,33,34,64,36,37,38,39,40,41,42,43,88,44,45,46,47,53,65,54,48,49,50,52,55,56,57,62,67,68,70,71,72,73,74,75,76,78,79,80,81,83,84,85,86,87,91,93,94,95,100,96,97,0,5179
93,75,38,99,77,96,92,100,27,58,78,3,13,6,4,52,2,26,7,1,5,61,11,62,28,12,8,14,25,9,91,10,15,16,41,17,18,19,20,76,21,22,23,24,29,95,30,31,32,33,34,35,36,37,39,40,42,74,43,60,44,45,46,47,48,49,50,64,54,53,51,55,56,57,73,59,65,63,90,66,67,68,69,70,71,72,79,80,81,94,82,83,84,85,86,87,88,89,97,98,0,5518
70,95,76,78,1,13,56,2,45,77,71,29,3,5,4,27,73,83,6,82,74,7,75,8,9,10,11,12,14,15,16,17,96,18,19,20,21,22,23,24,25,88,26,99,28,30,36,31,32,40,33,34,35,37,38,39,97,80,50,41,42,43,44,46,47,48,49,51,54,52,53,55,62,57,58,72,59,60,61,63,64,65,66,79,67,69,68,81,93,84,92,85,91,90,86,89,94,87,98,100,0,5459
