503.25,-464.887,369.025,273.838,-441.069,117.627,137.808,511.897,27.4175,-419.632,-239.378,-430.317,-168.888,-68.1435,335.824,120.708,81.3299,160.387,-193.961,-32.0294
132.178,124.509,177.878,380.069,511.905,-486.35,-27.1105,133.208,-254.112,101.454,305.632,-233.948,-377.083,325.308,327.358,188.999,146.967,-486.727,-409.227,309.27
369.295,511.926,-52.8551,-417.678,230.824,-377.114,319.259,-462.523,311.676,301.62,389.882,-391.103,-108.701,-402.596,-171.575,-2.58596,277.136,-396.183,499.7,-474.136
-402.037,284.919,483.252,-347.33,121.857,-169.755,-157.314,-386.033,63.2304,511.967,-134.308,-308.807,-387.027,-356.23,-479.558,-404.217,-160.42,128.004,-377.409,133.326
511.885,-424.93,318.502,-444.303,115.747,-73.5195,-468.629,-402.342,-186.27,296.217,68.7027,-478.544,-428.994,28.2738,290.207,-222.929,-282.938,-458.15,-247.605,491.59
-310.887,-451.252,511.909,280.53,-424.14,-426.452,228.999,-138.551,17.1893,143.615,22.0804,-463.515,-411.217,332.949,29.3775,-377.511,-234.017,507.277,-339.246,297.194
-444.346,113.56,-208.105,134.255,143.643,-409.083,-399.464,27.9715,311.344,-146.053,304.172,511.993,33.6663,279.359,-207.902,86.0098,138.149,-430.563,336,22.5213
260.191,129.494,301.058,352.586,511.976,36.2675,-428.043,-417.706,-216.521,108.295,-206.951,-187.403,-462.903,27.2328,-196.532,364.773,302.887,97.134,-199.323,125.919
-414.632,-401.503,256.096,335.3,-418.171,-447.215,-406.731,-197.234,10.8817,-224.91,-97.8909,313.655,511.927,-97.2688,21.2628,498.502,315.044,260.638,-200.646,-441.558
394.001,67.885,-141.787,435.152,9.96318,93.57,306.607,498.166,-434.645,-416.794,-78.981,-391.936,-464.168,129.406,-431.964,511.922,187.613,444.781,-437.804,-402.236
299.006,261.24,457.279,233.084,-239.74,308.892,511.912,-394.872,105.589,153.623,-56.0907,40.3787,123.758,-436.526,216.631,-352.193,44.4045,-4.71006,-340.247,-208.136
-43.3471,435.988,-244.727,-69.5923,-194.363,-435.053,-391.021,268,-442.672,-8.78434,-185.137,297.257,511.948,-204.762,-414.711,-208.524,297.9,-210.012,-208.649,244.093
511.948,311.731,343.546,330.23,306.664,327.595,298.599,-431.637,112.963,-4.62437,-432.305,356.434,-156.76,-400.536,-233.557,-54.7501,-433.474,-349.058,195.836,-48.0969
296.778,234.074,290.237,302.35,-262.945,-2.70317,-204.201,-146.608,-415.693,-413.931,-203.637,-67.5785,511.925,25.6324,-21.9867,-71.5352,-440.933,-464.999,-429.29,299.043
295.139,511.99,-231.414,301.944,-218.887,240.159,-178.332,-68.2595,-347.302,463.931,-186.834,-220.675,-181.801,-125.839,-424.587,-438.002,205.167,-156.689,-206.595,132.5
-154.833,115.653,31.7342,-412.86,-244.363,273.53,-235.717,373.301,-241.105,-412.525,-232.692,166.236,-414.72,511.898,299.79,114.144,-396.63,152.92,-224.904,-43.2691
330.527,-399.083,-232.06,132.347,-429.831,-375.404,511.934,17.4765,312.921,130.935,-7.57519,300.847,280.242,283.468,302.672,-32.9084,-411.586,115.823,-461.073,-158.185
-380.681,-60.9024,511.979,325.671,166.784,508.94,-214.247,186.034,-397.791,-377.604,284.198,307.02,-195.283,-89.7531,-66.0598,-421.948,256.489,-304.671,257.639,119.609
-239.182,29.0509,-437.896,304.786,-431.856,283.409,286.167,-201.438,316.177,-7.04608,511.944,131.868,304.854,-45.0154,123.659,74.7549,-223.656,122.297,300.283,427.354
-413.83,-69.1568,-6.49826,116.341,-423.14,155.601,303.716,511.93,136.324,39.1748,-428.68,302.479,-207.598,126.154,303.027,-424.238,301.878,-207.536,-85.0919,138.84
129.027,172.174,511.917,285.816,321.908,281.563,-405.105,-420.019,-426.658,-440.973,-363.225,214.124,55.3492,-349.554,506.499,-212.971,-61.5757,152.984,-408.252,102.891
-122.342,511.971,378.903,-400.218,-49.6596,-351.65,319.645,-419.853,162.368,15.8436,-84.3173,221.363,311.886,491.278,307.232,-190.479,270.877,501.025,-509.275,-421.84
-365.445,-154.424,308.292,-390.808,58.2745,-254.466,511.98,-128.731,300.38,-426.31,-446.97,-376.166,-106.873,-90.0375,-437.2,292.628,-157.648,-444.224,363.635,95.22
511.893,-49.2286,273.657,-450.873,33.6919,141.23,379.487,109.404,129.546,-31.8743,31.3898,310.563,-340.73,123.308,294.055,-432.318,-422.612,411.535,-177.888,-56.0713
59.3739,-31.1785,450.077,-374.575,131.001,-226.078,298.835,-188.558,-439.738,-410.2,315.287,349.997,-29.6554,234.388,-408.176,511.978,-116.094,265.36,506.79,392.058
-66.2683,-190.435,-420.592,-5.29663,-203.832,-421.357,-5.44392,511.906,-423.068,-207.252,-205.646,301.521,-204.198,-422.734,-202.263,301.191,-85.9313,-416.725,124.058,-204.813
-203.863,124.774,302.477,302.466,302.477,124.797,-65.6075,302.471,-420.997,-203.86,124.822,-65.6039,-203.864,-421.036,-65.6057,124.762,-421.031,-421.03,302.477,302.461
306.539,287.471,-270.986,-238.281,299.723,-342.426,281.858,-95.8387,145.792,265.541,385.406,302.787,-227.107,16.5425,-194.144,-412.006,-200.759,154.217,-311.285,511.974
137.58,127.54,317.684,-426.195,-97.2646,511.952,-108.979,501.687,327.836,-52.0077,-77.755,-85.5557,-420.143,-192.869,-197.462,-463.981,-443.381,-412.69,-430.021,-58.1845
333.757,320.014,-251.352,309.934,511.908,363.716,-322.493,504.382,503.11,301.75,-437.867,338.72,333.194,34.4999,-359.197,107.138,63.7367,505.551,4.57323,-201.573
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.0446905,-0.0540426,-0.0394166,-0.0383295,-0.0555488,-0.0235632,-0.0883406,-0.0892407,-0.0514063,-0.0324311,-0.0326912,-0.0373013,-0.0189741,-0.0409991,-0.0688727,-0.0493562,-0.0488162,-0.0379375,-0.0637608,-0.0497043
-0.0517127,-0.0465923,-0.0490635,-0.0444077,-0.0472013,-0.0348759,-0.0656384,-0.0522106,-0.0443523,-0.0619036,-0.0506656,-0.0600715,-0.0558322,-0.0282061,-0.047532,-0.074314,-0.055991,-0.0808875,-0.0380528,-0.0538091
-0.0555526,-0.0429943,-0.0547109,-0.0603203,-0.0535261,-0.0570104,-0.0516924,-0.0460963,-0.0547057,-0.0608283,-0.0492242,-0.0489278,-0.0488314,-0.0451297,-0.0513215,-0.0599921,-0.0603154,-0.0648697,-0.0579182,-0.0626139
-0.0667604,-0.0785746,-0.0473475,-0.0588267,-0.0552811,-0.0247722,-0.0831239,-0.0699726,-0.0410193,-0.0363801,-0.0456615,-0.0608896,-0.0221665,-0.0555106,-0.0514672,-0.0456628,-0.0293127,-0.0126762,-0.022123,-0.0451797
-0.0459887,-0.0600563,-0.0340492,-0.0687786,-0.0510573,-0.0519513,-0.0393706,-0.0525372,-0.0636189,-0.0728493,-0.0360078,-0.069316,-0.0294582,-0.0409284,-0.0446121,-0.0504746,-0.0381886,-0.038926,-0.0718273,-0.0683751
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.0542493,-0.0560755,-0.0505011,-0.0483251,-0.0482059,-0.0574929,-0.0540681,-0.0520332,-0.0465067,-0.0552177,-0.0552624,-0.0533291,-0.0467008,-0.049054,-0.0602318,-0.0582358,-0.0561571,-0.063459,-0.0641777,-0.0608429
-0.0568961,-0.0499753,-0.051919,-0.0534697,-0.0606124,-0.0473834,-0.0643147,-0.053044,-0.0569988,-0.0686858,-0.0608243,-0.0613064,-0.0473226,-0.0491675,-0.0438116,-0.0590928,-0.0553696,-0.0435327,-0.052667,-0.0466004
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.0348065,-0.0552823,-0.0306425,-0.0444963,-0.0565409,-0.0454638,-0.050401,-0.0377201,-0.0448853,-0.0729373,-0.0353547,-0.021118,0.00212956,-0.0891923,-0.0704858,-0.0564384,0.0114954,-0.0343872,-0.0161229,-0.0535901
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.0724158,-0.0624795,-0.049586,-0.0149773,-0.0182319,-0.0625767,-0.0564843,-0.0491531,-0.053933,-0.0195144,-0.0338129,-0.0514223,-0.0270832,-0.0605918,-0.0549274,-0.0665118,-0.0576724,-0.0398269,-0.052168,-0.0744977
-0.054071,-0.0560012,-0.0557599,-0.0557434,-0.0543235,-0.0559147,-0.0550572,-0.0555087,-0.054845,-0.0553249,-0.054171,-0.0537766,-0.0542394,-0.0554997,-0.0545465,-0.055751,-0.054135,-0.0555456,-0.0548508,-0.0547611
-0.0498586,-0.0716271,-0.0287912,-0.0345639,-0.0689261,-0.074715,-0.0334086,-0.0359949,-0.0641747,-0.0486845,-0.0503472,-0.031609,-0.0741305,-0.0530114,-0.0498552,-0.0392846,-0.0571105,-0.0532253,-0.0300726,-0.0626864
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.0573392,-0.0591246,-0.0532935,-0.0567063,-0.0487768,-0.0480771,-0.0461491,-0.0493792,-0.0527185,-0.0506981,-0.0638305,-0.0524368,-0.0593385,-0.0617832,-0.0575927,-0.0554659,-0.0569091,-0.0593096,-0.0548571,-0.0472966
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.0553782,-0.0567302,-0.0547579,-0.0546477,-0.0541053,-0.0552503,-0.0553323,-0.0552671,-0.0532989,-0.0546626,-0.0534628,-0.0565914,-0.0541364,-0.0545503,-0.0552507,-0.0559321,-0.0556821,-0.0538731,-0.0545008,-0.0562643
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
-0.0585248,-0.0473611,-0.0584999,-0.0532291,-0.0522287,-0.0542595,-0.0496494,-0.0486285,-0.0504782,-0.0521421,-0.0558601,-0.0539578,-0.0576238,-0.0573296,-0.0512082,-0.0608016,-0.0589101,-0.0564141,-0.0599653,-0.0574556
-0.0503906,-0.0573335,-0.0441229,-0.0689344,-0.0560999,-0.0703054,-0.0389429,-0.0801324,-0.0313877,-0.0259394,-0.0412522,-0.0687483,-0.0741202,-0.0350724,-0.0398114,-0.0470847,-0.0438001,-0.0476983,-0.0544088,-0.034917
-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055,-0.055
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1.91575,-0.379861,-1.48429,-0.235347,8.2889,-48.6675,7.65189,-19.387,-80.369,48.8933,-6.28457,8.87007,16.0566,70.9546,-38.0346,12.2848,-18.1798,46.1987,-4.20875,-5.68206
0.513164,1.94916,2.56626,-0.342257,74.3351,11.0593,-24.8832,-83.5027,-59.2795,18.1689,40.0962,-54.771,37.2105,60.9631,74.1107,-56.7096,55.989,-67.1716,-42.5985,1.06062
0.599904,1.44486,0.864019,0.139002,2.7628,48.4357,36.7625,-78.3445,-86.1126,52.7142,-59.5447,-27.2711,-8.64323,42.8681,70.8497,41.4544,79.9457,-56.988,2.44006,54.1313
