118.203,-6.43081,-221.379,-95.0376,65.087,295.443,-344.516,-451.067,-205.269,-233.156,497.987,121.973,-159.006,-215.146,112.968,-429.113,511.945,-281.293,-189.595,310.028,142.652,-187.367,-414.003,301.615,323.258,-449.795,-395.338,-172.813,-415.612,23.9034
236.694,-212.008,-309.274,314.295,317.451,314.462,-409.486,393.033,-193.32,-154.786,317.395,125.573,-431.395,292.519,-446.711,-232.393,-437.513,-422.287,-330.311,167.272,-406.929,-193.957,511.947,-204.648,-79.5421,121.963,336.997,-199.237,-428.644,261.054
-426.808,340.306,-439.413,511.96,47.3927,73.2134,-131.338,249.583,117.426,-213.109,314.873,-490.938,342.579,317.974,-290.908,-253.82,-394.803,-432.856,361.868,312.139,127.863,145.282,-37.3668,333.608,43.5916,-70.6735,403.639,-185.676,-91.1223,-185.806
-206.405,-430.51,-205.636,125.58,301.701,-8.50157,-65.3678,204.821,311.167,-214.013,23.1909,-224.892,286.529,441.858,-96.3727,-407.248,212.216,-171.126,511.896,11.4997,-200.453,-75.0478,80.6845,28.9836,149.038,287.252,148.043,152.083,305.718,295.667
501.716,36.9065,-434.585,-283.005,-384.712,308.644,-474.469,-372.471,68.7138,401.76,-400.493,-341.864,265.598,-61.7803,339.335,344.682,510.642,278.264,-396.103,-454.565,-218.722,511.895,185.717,-239.837,-349.413,32.5504,-104.457,-413.268,-454.051,-166.607
-444.792,360.165,-459.96,-249.183,142.183,-495.86,-347.162,308.732,-41.2689,-276.682,339.418,-404.107,-459.608,-439.124,164.628,-80.7822,378.218,-222.231,-464.564,321.232,59.8961,-255.897,-213.989,-23.1524,-217.017,511.951,-173.197,-104.396,449.723,-217.874
-183.414,161.861,130.229,249.3,-495.426,-32.9906,260.416,150.91,94.3632,-294.313,108.899,282.394,193.126,-477.028,-444.631,-408.967,259.453,322.581,32.2361,-36.7685,292.751,-430.664,122.263,-404.023,-433.181,-413.799,-317.379,-270.554,-330.391,511.988
-411.417,116.691,74.1457,352.585,-477.755,24.4059,-254.529,-10.419,-83.9528,129.198,-401.637,-116.072,301.534,336.427,-274.582,296.192,336.013,-60.1726,-205.957,21.9795,-408.85,128.389,-453.247,124.81,34.4469,-482.358,-392.801,139.076,-260.154,512
-64.0957,122.111,11.7477,511.991,-400.109,51.8,319.574,-209.244,63.7559,-393.687,-220.146,168.826,-413.476,-74.9018,302.968,295.999,189.205,122.149,123.208,-191.398,120.121,193.719,-205.726,292.977,-443.169,-203.769,98.9938,-425.907,31.4943,-66.5811
-5.2942,-203.869,124.774,-421.024,302.47,124.774,124.774,124.774,-203.869,302.47,25.8224,124.774,-421.024,302.47,124.774,-421.024,-65.6029,-65.6029,-65.6029,-203.869,-203.869,-421.024,-421.024,-421.024,-421.024,-421.024,302.47,302.47,-421.024,124.774
-215.199,-82.6732,-61.8572,304.64,304.478,301.657,-1.99583,-422.837,-413.947,511.925,-329.507,232.679,-391.972,-408.804,-102.705,294.083,-36.7427,-464.706,-190.808,279.388,319.389,-225.351,-13.3244,89.3569,287.49,-407.196,262.053,-436.846,58.4096,318.113
-45.344,-412.445,-214.443,-202.609,299.332,313.672,116.687,-388.723,-439.575,-442.439,-87.2513,-226.584,208.556,511.945,-58.7052,-160.056,276.366,339.249,-434.944,-462.994,-415.204,-155.172,141.963,97.5009,-454.144,384.084,349.033,300.865,-434.717,-400.697
-177.576,439.559,136.474,-61.2475,508.792,-343.166,-395.173,-345.213,-414.625,-200.045,-424.722,-396.073,103.49,167.204,417.345,274.075,-224.165,-305.991,-425.957,-215.777,307.316,-409.154,390.814,302.148,-448.383,-403.643,-196.225,-138.972,-360.688,511.893
-148.716,-367.144,153.481,459.17,-81.5784,21.0926,-401.931,-135.38,-227.949,511.963,40.7631,-405.876,14.3524,-211.918,-350.32,-233.935,293.159,-430.477,85.6917,330.483,-334.951,-290.686,108.255,-121.872,510.419,-41.4638,-185.238,143.08,-3.81141,-414.409
-381.545,-445.544,-372.272,-111.387,-440.576,296.764,494.009,-380.649,430.216,162.708,-372.276,385.077,-302.845,130.741,-228.274,-422.103,21.5749,-323.011,94.1637,511.925,118.559,67.4937,-58.8474,-184.473,-149.015,-332.827,325.632,211.736,-449.578,105.032
-420.286,-211.179,-161.089,-424.799,-117.817,-408.971,-230.063,-396.529,236.699,509.342,164.407,-419.467,123.232,334.377,-317.37,29.3907,449.562,-445.983,511.954,-212.411,-221.359,-418.593,-414.17,-8.72363,133.661,-214.95,-357.79,24.8942,-189.363,274.979
-478.923,120.263,243.938,-458.17,292.934,141.141,272.299,-387.671,-125.482,2.20195,-197.055,-390.504,-202.434,220.933,-115.136,511.994,294.792,-63.331,-31.5348,297.369,146.117,330.031,-329.211,-110.687,-404.358,-188.567,-66.2977,-191.186,-462.559,340.878
-423.853,26.9653,378.823,33.0661,300.413,106.159,-399.789,146.864,501.106,-431.493,-202.52,-126.847,-420.219,-186.962,-354.552,80.7241,-478.808,471.849,-420.875,-228.868,49.5987,-228.175,-411.655,-247.742,133.739,511.953,30.2294,-412.528,-187.984,-398.65
-173.025,156.394,473.412,323.654,-64.1672,374.134,511.914,230.085,-75.7665,323.928,42.9543,-127.23,264.441,-109.031,268.636,-362.186,-394.489,307.747,324.617,61.478,109.439,298.511,142.821,174.797,95.4372,402.228,-212.076,-81.0185,-423.286,367.657
302.47,-203.869,-421.024,-65.6029,-421.024,302.47,302.47,302.47,302.47,-203.869,-203.869,-203.869,-421.024,-203.869,-203.869,124.774,302.47,124.774,25.8224,-421.024,302.47,302.47,-65.6029,302.47,302.47,-421.024,-65.6029,-421.024,302.47,124.774
248.539,283.007,-158.625,-300.975,-418.353,-374.617,-137.506,31.1805,182.727,-167.673,11.446,40.549,-227.497,80.0497,-423.76,-175.117,-489.615,-68.6967,-146.282,243.7,511.966,-159.294,-449.022,-198.181,125.695,-208.498,194.469,53.6165,-435.116,-218.483
-68.2891,-202.895,511.976,-239.195,-419.713,303.483,-205.496,-424.128,-200.907,-419.899,302.91,122.484,-201.509,-419.154,-420.456,124.75,-420.711,126.283,-195.026,303.712,-419.688,-424.387,-203.274,306.132,124.821,-66.2159,125.645,303.569,124.712,-419.18
-404.418,381.821,317.192,-356.956,-216.862,-422.584,272.62,-401.456,205.908,304.786,-196.899,25.0942,-452.474,154.617,-65.1536,-215.296,151.477,297.572,-200.815,512,-340.736,-366.203,-334.36,-453.832,-146.304,-201.188,-388.374,-179.127,-56.4535,20.6118
-256.262,-211.427,-445.636,-56.7199,269.737,315.429,511.892,-110.71,287.838,358.887,-431.396,505.515,61.7571,-331.094,44.0811,-269.715,-368.825,115.005,249.373,-195.108,-149.444,-379.908,74.7183,-303.368,345.499,-428.789,264.464,-479.846,31.6846,483.41
