2777.65,6438.51,10414.7,20112.2,44837.4,68459.9,7.44167e+08,1.50538e+10,3.03041e+10,154710,692690,1.84594e+06,114.203,365.798,574.061,-7.01927,-12.9367,-18.3778,3.14885,6.64758,10.1463,106.697,301.015,439.421,154.947,364.971,532.76,-1482.11,-2252.41,-3755.8,-1447.65,-1429.4,-2481.89,2.14315,7.49007,12.0979,-3.02193,-4.15088,-7.4258,-4.86272,-10.2657,-15.6688,4.05768e+08,1.57301e+09,4.91593e+09,3442.96,6617.45,25902.4,13001.1,22011.4,79957.2,160.529,382.077,750.424
2831.17,6201.57,10186.8,14536.9,40721.7,67264.3,4.06239e+09,2.27589e+10,3.67303e+10,173840,716551,2.06541e+06,333.57,415.567,714.256,-7.06681,-13.047,-18.2167,3.14885,6.64758,10.1463,122.711,292.106,454.098,164.362,350.607,534.886,-2504.6,-2437.48,-3939.51,-1229.97,-1534.3,-3141.33,2.998,7.33034,9.81119,-2.9294,-4.54156,-4.97803,-4.86272,-10.2657,-15.6688,2.27472e+08,2.24473e+09,5.12817e+09,2171.81,12446,21818.2,11606.7,33995.3,67102.9,129.757,393.378,706.126
3213.2,6589.12,9877.58,21020.9,44144.1,58419.2,9.70888e+08,1.51606e+10,3.21072e+10,132431,756899,1.73208e+06,191.779,385.13,514.498,-7.68829,-11.8459,-18.4898,3.14885,6.64758,10.1463,104.005,301.308,451.849,163.599,348.366,508.992,-1497.47,-2719.49,-2306.07,-1718.4,-1211.95,-2683.7,2.73226,6.88244,11.3551,-2.88106,-4.66124,-6.94645,-4.86272,-10.2657,-15.6688,2.7293e+08,1.38062e+09,4.59372e+09,2050.88,15973.7,17691.8,8669.19,47843.9,61122,115.454,374.25,609.33
2894.87,6701.71,9524.66,22423.4,43131.6,56777.5,6.633e+09,1.05998e+10,3.13525e+10,132849,722535,1.70829e+06,167.417,464.873,558.458,-6.65767,-14.611,-17.8165,3.14885,6.64758,10.1463,134.475,300.697,404.792,159.053,334.9,541.183,-1615.58,-2908.83,-2577.17,-1067.9,-1076,-2486.97,2.93162,6.77676,10.3135,-2.05358,-3.43866,-5.61321,-4.86272,-10.2657,-15.6688,3.77314e+08,1.69799e+09,4.34293e+09,5535.78,8263.13,18786.4,15970.1,42557.2,50607.4,131.952,256.27,559.985
3072.14,6729.85,10464.5,17532.8,31228.8,72320.4,4.16373e+09,2.27116e+10,3.76414e+10,128028,780474,1.73055e+06,223.652,328.5,682.081,-6.63302,-11.919,-17.8785,3.14885,6.64758,10.1463,116.144,279.795,474.448,159.103,359.345,540.851,-2237.71,-2608.77,-3723.44,-1010.27,-1461.6,-2992.1,3.16517,7.66961,11.2025,-2.9645,-4.47139,-5.25136,-4.86272,-10.2657,-15.6688,2.88581e+08,2.37322e+09,3.63401e+09,3805.38,13566.7,19770.1,15706.5,37883.1,73155.5,170.25,350.133,457.675
2769.63,6351.21,10667.9,16514.7,39823.6,73523.7,5.58779e+09,9.71428e+09,2.83907e+10,142318,825169,1.6988e+06,136.991,401.199,551.287,-7.23325,-12.7437,-20.0381,3.14885,6.64758,10.1463,119.101,271.668,412.078,131.201,341.378,553.474,-2344.44,-3244.41,-4077.29,-1087.12,-1183.47,-2939.25,3.11198,6.48519,11.0762,-3.34662,-4.07776,-8.24928,-4.86272,-10.2657,-15.6688,2.51344e+08,1.33849e+09,4.17632e+09,4183.13,10194.8,23552,17778.8,31230.2,63756.5,186.02,436.653,631.323
3177.11,6846.45,10003.7,17708.9,41213.3,77748.4,1.86919e+09,1.45096e+10,2.89706e+10,152973,853268,1.94641e+06,207.696,408.301,657.639,-6.68824,-12.4583,-17.6179,3.14885,6.64758,10.1463,119.971,320.915,488.759,153.081,327.845,549.945,-1292.88,-3745.73,-3711.36,-1472.67,-1401.77,-2318.98,2.82207,6.72625,11.8302,-2.64636,-4.62273,-7.65988,-4.86272,-10.2657,-15.6688,2.99788e+08,1.73546e+09,4.64527e+09,2171.13,10408.7,23566.1,19199,48840.4,65441.8,130.429,373.237,738.17
2616.8,6051.65,10488.1,8772.08,38408.7,61885.7,4.54509e+09,1.48737e+10,3.55888e+10,128563,810472,1.84493e+06,178.259,373.167,819.331,-6.20983,-12.0022,-17.0045,3.14885,6.64758,10.1463,118.131,306.966,486.276,150.345,344.204,541.746,-1577.88,-2061.46,-2398.56,-1022.13,-1949.77,-2590.17,3.53981,6.44256,11.8739,-2.80807,-4.58947,-6.96516,-4.86272,-10.2657,-15.6688,2.62761e+08,1.71866e+09,3.21222e+09,3374.23,8656.75,14420.8,10163.6,38923.4,63259.5,152.401,325.824,623.282
3195.12,6672.02,11341.3,19962.5,44912.3,61686.5,1.99229e+09,1.49935e+10,2.92941e+10,127402,600895,1.86471e+06,226.193,485.726,593.508,-6.1131,-12.2201,-17.3397,3.14885,6.64758,10.1463,104.421,274.704,449.695,161.376,315.248,530.881,-2672.87,-2756.53,-3413.61,-1359.59,-2492.46,-2129.81,2.49122,5.01517,11.511,-3.67737,-5.20118,-5.53357,-4.86272,-10.2657,-15.6688,4.25586e+08,1.82026e+09,3.76926e+09,3524.23,8221.32,23955.9,10630.4,36520.5,74999.5,174.973,451.813,655.091
2526.7,5562.22,10417.6,25063.4,48381.4,63779.4,4.78575e+09,1.87329e+10,3.57389e+10,141618,910047,1.64876e+06,246.613,318.814,603.964,-6.3789,-13.5283,-17.7045,3.14885,6.64758,10.1463,106.53,279.267,460.416,163.126,335.827,543.463,-1375.51,-2706.22,-2636.36,-1119.52,-2225.71,-2098.59,3.86019,6.3865,11.6739,-3.22148,-4.42792,-5.89793,-4.86272,-10.2657,-15.6688,2.43884e+08,9.55878e+08,4.82428e+09,4131.69,10182.7,20187.5,13485.6,35286.6,64001.7,162.48,433.07,632.863
