0,13,50,100,154,257,267,327,413,457,547,627,761,846,897,960,1035,1193,1205,1318,1336,1433,1540,1646,1663,1712,1811,1949,1974,2021,2105,2231,2285,2335,2493,2606,2637,2655,2752,2840,2901,3007,3089,3130,3228,3230,3364,3408,3493,3572
13,39,61,146,227,264,319,406,490,526,641,712,845,870,960,1035,1132,1231,1313,1328,1488,1499,1563,1662,1796,1856,1933,1968,2063,2105,2246,2263,2329,2425,2604,2634,2644,2747,2834,2948,2989,3055,3103,3174,3230,3315,3433,3495,3571,3623
39,61,146,261,313,320,430,460,559,688,768,806,870,960,1023,1146,1205,1238,1406,1428,1540,1595,1662,1722,1803,1872,1981,2021,2103,2186,2276,2387,2493,2512,2608,2646,2743,2813,2901,2984,3080,3149,3198,3287,3350,3434,3437,3525,3622,3663
50,109,207,264,350,421,494,596,662,763,848,915,959,1041,1111,1209,1250,1364,1445,1500,1556,1643,1769,1854,1874,2005,2051,2105,2167,2293,2356,2441,2576,2608,2686,2745,2833,2901,2984,3010,3097,3189,3257,3309,3400,3471,3565,3596,3663,3754
89,186,264,315,387,431,601,670,712,806,929,944,1045,1155,1195,1283,1319,1413,1502,1629,1697,1710,1824,1872,1965,2016,2065,2136,2230,2401,2434,2514,2604,2639,2733,2810,2909,2960,2999,3097,3193,3286,3296,3378,3492,3543,3587,3738,3810,3846
186,217,330,352,489,518,619,731,806,901,950,1016,1114,1189,1228,1319,1422,1499,1635,1656,1758,1798,1883,1980,2016,2058,2180,2230,2329,2412,2520,2618,2638,2790,2810,2901,2945,3003,3124,3168,3266,3332,3399,3468,3576,3592,3645,3744,3876,3944
213,290,336,431,514,617,712,799,913,979,1016,1092,1189,1259,1320,1381,1459,1561,1643,1731,1798,1879,1998,2037,2069,2216,2239,2328,2482,2503,2580,2710,2717,2793,2892,2945,3038,3046,3184,3274,3307,3346,3400,3495,3617,3637,3808,3834,3891,4004
284,345,421,514,611,712,799,837,936,1029,1065,1189,1253,1290,1391,1463,1545,1643,1700,1798,1859,1957,2012,2042,2149,2236,2292,2395,2490,2606,2706,2767,2793,2858,2926,2948,3046,3140,3255,3296,3334,3400,3495,3587,3694,3741,3825,3891,3978,4076
326,387,493,536,703,787,828,936,1016,1053,1170,1222,1278,1380,1438,1551,1643,1698,1798,1853,1945,2040,2103,2136,2223,2262,2353,2490,2603,2626,2714,2814,2845,2863,2940,3073,3135,3230,3321,3334,3400,3480,3542,3628,3722,3837,3864,3982,4043,4123
348,430,529,563,719,802,920,1011,1053,1134,1221,1278,1372,1438,1531,1571,1661,1710,1838,1894,2004,2042,2135,2223,2262,2353,2434,2523,2617,2714,2793,2816,2850,2940,3005,3096,3157,3296,3322,3364,3478,3533,3583,3722,3815,3864,3926,4016,4097,4153
