0,126,207,240,298,429,475,533,630,724,823,912,933,1097,1170,1220,1339,1442,1464,1563
94,170,237,319,359,457,533,630,724,816,899,990,1016,1122,1232,1334,1376,1517,1563,1646
170,211,333,348,457,533,631,738,808,844,986,1023,1103,1201,1330,1429,1525,1532,1612,1718
193,298,346,435,532,565,716,749,844,933,999,1079,1201,1286,1376,1455,1538,1609,1648,1766
212,346,404,546,589,663,745,844,931,1021,1097,1167,1248,1404,1455,1532,1614,1671,1733,1846
235,362,461,576,682,747,844,935,989,1075,1167,1278,1332,1409,1484,1579,1631,1712,1853,1958
288,381,558,630,718,868,939,1030,1122,1210,1262,1376,1438,1524,1570,1650,1749,1786,1877,1961
381,477,630,718,800,938,989,1078,1214,1285,1289,1422,1517,1615,1704,1711,1824,1901,2023,2043
450,538,658,743,890,1005,1073,1135,1225,1355,1384,1520,1549,1696,1710,1788,1911,1979,2027,2123
508,621,707,834,989,1015,1135,1219,1289,1380,1440,1535,1619,1710,1786,1862,1929,2027,2123,2209
