43,109,195,275,368,438,526,622,719,812,878,974,1056,1149,1241,1325,1375,1397,1490,1577
108,195,275,368,438,526,622,719,812,878,974,1056,1141,1186,1293,1375,1397,1490,1575,1644
195,275,368,438,526,622,714,812,875,974,1056,1141,1186,1264,1375,1397,1480,1575,1644,1737
275,368,428,526,622,714,812,875,974,1048,1118,1186,1264,1325,1397,1480,1569,1644,1737,1820
368,419,526,622,714,778,872,967,1048,1118,1179,1264,1325,1397,1480,1569,1644,1737,1820,1916
404,493,622,655,778,872,967,1048,1118,1179,1264,1325,1397,1477,1569,1644,1737,1820,1916,1990
493,554,634,747,872,918,1013,1118,1179,1264,1307,1397,1477,1569,1644,1737,1820,1867,1946,2078
554,634,690,845,918,1013,1092,1179,1261,1300,1397,1477,1569,1644,1737,1820,1867,1946,2040,2114
580,642,726,918,1013,1092,1179,1243,1300,1388,1477,1569,1643,1737,1773,1866,1946,2040,2114,2200
583,668,759,1013,1092,1147,1243,1300,1388,1477,1569,1643,1726,1773,1866,1946,2040,2114,2200,2289
668,733,798,1092,1147,1206,1300,1388,1477,1569,1593,1722,1773,1866,1946,2040,2114,2200,2289,2324
690,798,857,1147,1206,1300,1388,1477,1569,1593,1655,1773,1828,1920,2040,2114,2200,2289,2311,2408
692,809,872,1206,1300,1388,1414,1569,1585,1655,1746,1828,1881,1970,2063,2193,2289,2311,2408,2500
759,852,918,1300,1388,1407,1482,1581,1655,1746,1819,1867,1970,2029,2121,2217,2311,2406,2500,2571
800,879,978,1388,1407,1482,1569,1655,1703,1818,1867,1928,2029,2109,2207,2311,2406,2500,2553,2642
866,913,1025,1389,1468,1546,1624,1674,1772,1866,1928,2026,2109,2151,2264,2348,2457,2553,2638,2714
873,960,1066,1454,1546,1624,1654,1742,1866,1928,1955,2049,2151,2221,2344,2423,2553,2638,2700,2770
923,1024,1104,1492,1624,1654,1742,1816,1928,1955,2049,2122,2221,2310,2371,2461,2638,2700,2770,2867
927,1045,1138,1502,1654,1742,1775,1898,1955,2049,2122,2221,2310,2371,2461,2528,2648,2770,2801,2916
1001,1128,1160,1510,1695,1751,1809,1955,2010,2052,2197,2310,2340,2461,2526,2588,2732,2787,2803,2935
