2,59,148,192,245,308,405,500,599,620,685,752,841,916,986,1081,1176,1263,1354,1368,1416,1506,1576,1661,1759,1857,1954,2022,2089,2181,2276,2362,2455,2530,2620,2719,2794,2887,2955,3046,3094,3180,3278,3361,3411,3454,3542,3610,3706,3797
6,80,158,245,308,405,487,599,620,685,752,821,912,986,1081,1176,1263,1300,1359,1416,1506,1576,1657,1759,1852,1926,2008,2089,2181,2276,2361,2455,2530,2620,2719,2794,2887,2955,3046,3094,3180,3266,3311,3411,3454,3542,3610,3693,3797,3873
19,103,198,291,390,483,560,620,685,752,818,906,976,1081,1176,1263,1300,1337,1416,1498,1576,1657,1736,1829,1926,2008,2089,2181,2276,2361,2438,2529,2620,2676,2793,2887,2940,3011,3094,3180,3266,3297,3396,3454,3542,3610,3693,3789,3873,3938
90,182,241,367,406,544,596,671,752,810,906,976,1035,1147,1217,1300,1330,1416,1498,1576,1655,1736,1829,1926,1998,2089,2181,2276,2361,2438,2529,2613,2676,2752,2814,2940,3011,3077,3180,3266,3297,3380,3454,3542,3610,3693,3789,3873,3938,4031
182,241,319,395,469,573,671,726,810,906,976,1035,1124,1217,1279,1330,1416,1498,1576,1655,1736,1829,1926,1993,2082,2181,2253,2361,2438,2529,2613,2662,2752,2801,2884,2981,3077,3147,3246,3297,3380,3454,3542,3599,3693,3781,3873,3938,4014,4043
237,307,395,442,563,642,699,792,906,941,1029,1124,1217,1279,1311,1399,1498,1555,1653,1736,1829,1914,1993,2082,2181,2225,2345,2438,2529,2567,2662,2752,2801,2884,2981,3077,3147,3223,3297,3380,3435,3542,3599,3692,3781,3856,3938,4014,4043,4131
269,353,432,517,642,699,792,890,941,1029,1106,1217,1245,1311,1399,1498,1555,1653,1736,1829,1897,1969,2082,2181,2225,2312,2434,2520,2567,2662,2752,2801,2884,2981,3077,3147,3204,3297,3380,3426,3508,3599,3664,3781,3856,3912,3994,4043,4131,4209
353,424,517,601,699,792,890,941,1029,1106,1144,1241,1310,1399,1498,1555,1630,1736,1829,1897,1969,2037,2116,2225,2295,2395,2520,2567,2662,2724,2801,2884,2973,3077,3147,3204,3282,3380,3426,3508,3599,3664,3749,3834,3912,3994,4043,4131,4209,4295
424,517,601,699,792,888,941,1029,1106,1144,1212,1310,1399,1498,1555,1630,1707,1829,1897,1969,2037,2116,2213,2295,2388,2480,2567,2662,2721,2780,2884,2947,3058,3147,3204,3282,3380,3426,3508,3599,3664,3723,3821,3898,3959,4015,4120,4197,4295,4376
517,601,699,792,888,941,1029,1106,1144,1212,1310,1399,1498,1555,1630,1707,1789,1879,1969,2037,2116,2213,2275,2339,2446,2567,2662,2710,2780,2873,2947,3043,3089,3190,3282,3380,3426,3499,3599,3643,3703,3779,3898,3959,3990,4033,4197,4277,4376,4443
565,694,792,888,941,995,1106,1144,1212,1307,1399,1498,1547,1630,1707,1789,1879,1969,2037,2116,2213,2275,2339,2433,2529,2655,2710,2780,2873,2947,3026,3083,3166,3282,3380,3426,3485,3580,3643,3694,3779,3877,3959,3990,4033,4112,4277,4358,4443,4536
631,792,888,926,995,1066,1144,1212,1302,1399,1496,1547,1630,1707,1789,1863,1969,2037,2106,2213,2274,2339,2420,2529,2605,2693,2780,2855,2946,3001,3083,3134,3232,3345,3426,3485,3580,3643,3694,3779,3848,3959,3990,4017,4112,4196,4358,4394,4461,4608
729,880,923,968,1066,1117,1212,1302,1395,1453,1547,1630,1679,1789,1863,1941,2037,2106,2203,2269,2318,2420,2491,2605,2693,2780,2817,2904,3001,3083,3126,3232,3323,3366,3485,3580,3643,3691,3756,3838,3890,3989,4015,4112,4196,4249,4384,4459,4557,4702
