0,61,194,218,309,389,461,579,606,663,814,827,879,974,1049,1195,1251,1328,1378,1437,1526,1615,1795,1799,1908,1970,2061,2221,2235,2332,2460,2568,2596,2678,2731,2796,2848,2961,3033,3075,3126,3226,3306,3391,3477,3634,3653,3731,3902,3936,4024,4140,4226,4262,4380,4400,4524,4577,4626,4733,4852,4945,4969,5073,5106,5272,5304,5417,5497,5552,5645,5745,5839,5922,6001,6034,6144,6261,6355,6442,6465,6542,6632,6800,6864,6910,7033,7059,7196,7243,7303,7440,7464,7597,7736,7822,7828,7936,7997,8091
50,171,217,333,395,495,588,642,713,766,876,879,974,1049,1182,1203,1293,1385,1431,1550,1671,1773,1860,1883,1992,2066,2159,2296,2393,2427,2546,2570,2653,2733,2776,2842,2916,3007,3124,3126,3224,3355,3424,3477,3633,3638,3764,3829,3914,3995,4110,4148,4290,4317,4395,4491,4577,4637,4765,4785,4950,4992,5095,5162,5235,5296,5442,5471,5552,5659,5779,5824,5951,5986,6049,6131,6206,6334,6423,6469,6627,6671,6742,6844,6936,7023,7067,7187,7217,7343,7428,7486,7631,7712,7757,7828,7919,7978,8085,8164
119,212,334,402,503,521,655,682,760,819,918,974,1065,1168,1215,1293,1372,1503,1587,1667,1721,1845,1923,1999,2052,2110,2235,2320,2399,2494,2602,2636,2735,2803,2842,2933,2981,3118,3180,3193,3325,3368,3519,3614,3642,3788,3811,3935,4043,4069,4145,4276,4303,4403,4491,4578,4609,4693,4857,4889,4966,5040,5188,5273,5325,5430,5458,5552,5628,5797,5814,5870,6019,6092,6158,6220,6318,6393,6460,6536,6708,6802,6814,6910,6963,7061,7207,7289,7353,7379,7544,7587,7725,7740,7828,7900,8052,8082,8201,8225
212,293,411,432,543,641,724,736,819,897,967,1044,1182,1238,1326,1429,1431,1604,1633,1771,1842,1955,1961,2064,2090,2264,2320,2400,2471,2585,2659,2706,2768,2856,2903,2959,3066,3126,3190,3277,3367,3520,3539,3683,3802,3865,3902,4049,4130,4144,4228,4349,4400,4474,4556,4658,4759,4785,4877,4998,5091,5151,5199,5304,5381,5458,5552,5593,5725,5814,5915,6010,6096,6140,6197,6310,6411,6479,6542,6647,6756,6814,6910,6987,7064,7180,7273,7323,7462,7515,7554,7684,7740,7828,7883,8033,8060,8154,8219,8301
265,389,432,562,593,663,782,825,864,942,1092,1123,1203,1270,1417,1437,1548,1694,1795,1799,1879,1997,2047,2111,2188,2281,2424,2496,2576,2609,2702,2821,2842,2889,2959,3003,3144,3190,3256,3367,3454,3568,3647,3776,3885,3909,4018,4072,4144,4229,4353,4356,4432,4503,4605,4682,4773,4871,4978,5078,5139,5214,5296,5436,5458,5530,5574,5676,5814,5852,5948,6051,6142,6197,6288,6402,6470,6536,6620,6803,6832,6877,6960,7018,7208,7264,7368,7404,7524,7612,7652,7764,7808,7874,7967,8092,8138,8271,8342,8389
272,432,496,636,667,736,844,886,942,1079,1123,1203,1326,1368,1503,1535,1612,1711,1799,1894,1966,2023,2111,2221,2281,2386,2425,2530,2625,2702,2767,2842,2905,2932,3057,3060,3160,3220,3315,3450,3539,3627,3717,3848,3911,4017,4071,4156,4213,4279,4356,4448,4524,4656,4685,4773,4850,4966,5078,5123,5198,5296,5366,5458,5509,5544,5670,5763,5833,5948,6034,6172,6246,6272,6428,6459,6561,6620,6718,6814,6884,6909,7042,7116,7213,7303,7372,7533,7557,7642,7740,7778,7838,7897,8060,8141,8263,8281,8353,8480
299,495,593,639,715,792,857,922,1035,1123,1191,1264,1416,1440,1522,1631,1711,1802,1871,1997,2055,2090,2241,2263,2356,2425,2521,2671,2688,2753,2842,2878,2929,3028,3060,3158,3251,3322,3408,3529,3627,3733,3811,3887,3985,4063,4144,4213,4275,4371,4399,4515,4572,4752,4766,4832,4930,5027,5103,5224,5296,5410,5462,5526,5575,5647,5734,5797,5888,5999,6101,6217,6288,6365,6459,6536,6599,6718,6814,6893,6909,6970,7066,7213,7303,7391,7464,7554,7642,7706,7780,7845,7884,8020,8126,8208,8327,8375,8477,8532
368,570,657,743,769,857,922,1019,1123,1240,1269,1335,1443,1561,1613,1716,1770,1824,1920,2000,2152,2183,2268,2341,2425,2511,2609,2673,2689,2792,2901,2948,2978,3106,3113,3217,3255,3338,3494,3572,3714,3801,3896,3985,4063,4144,4186,4238,4356,4398,4483,4572,4670,4787,4833,4923,5030,5103,5201,5298,5326,5470,5493,5555,5617,5731,5831,5834,5974,6090,6197,6266,6380,6459,6533,6623,6671,6766,6824,6919,7003,7066,7168,7274,7384,7397,7554,7642,7694,7777,7863,7884,8031,8067,8208,8281,8346,8453,8516,8591
403,581,706,766,874,909,944,1068,1177,1287,1335,1430,1580,1583,1666,1728,1870,1908,2000,2090,2154,2281,2319,2425,2491,2536,2673,2695,2779,2821,2926,2977,3060,3109,3204,3255,3338,3421,3513,3667,3801,3866,3930,4008,4107,4174,4238,4321,4398,4454,4572,4649,4766,4835,4856,4954,5041,5180,5254,5327,5423,5504,5540,5602,5685,5761,5834,5976,6042,6124,6266,6344,6399,6512,6577,6690,6724,6827,6909,6956,7054,7148,7227,7367,7395,7461,7594,7678,7700,7788,7884,7969,8037,8137,8248,8346,8426,8546,8591,8650
495,679,766,817,893,922,1038,1134,1243,1335,1396,1522,1583,1666,1728,1816,1881,1995,2042,2154,2252,2319,2374,2448,2536,2588,2689,2701,2821,2918,2977,3060,3109,3111,3221,3319,3419,3513,3581,3713,3857,3930,3980,4021,4130,4187,4251,4339,4448,4548,4643,4657,4797,4856,4954,5041,5123,5254,5317,5354,5481,5540,5592,5685,5761,5834,5914,5988,6078,6173,6296,6399,6465,6533,6655,6724,6809,6871,6956,7054,7136,7227,7298,7395,7461,7536,7627,7687,7740,7884,7961,8037,8125,8209,8325,8391,8516,8569,8595,8681
