0,40,156,170,330,397,441,521,651,709,756,903,935,1025,1116,1203,1307,1371,1513,1610,1721,1769,1871,1913,2005,2131,2161,2236,2308,2468,2485,2549,2655,2716,2803,2892,3018,3064,3133,3219,3299,3391,3453,3484,3646,3648,3734,3777,3889,3918,3978,4059,4190,4235,4293,4366,4427,4587,4600,4675,4758,4839,4953,5002,5110,5232,5336,5359,5453,5579,5633,5706,5759,5930,5995,6023,6123,6177,6319,6383,6470,6577,6634,6753,6754,6860,6980,7065,7141,7204,7307,7375,7501,7559,7649,7731,7845,7919,8000,8069,8165,8263,8327,8361,8452,8583,8604,8700,8849,8856,8976,9081,9120,9207,9267,9380,9451,9463,9533,9657,9677,9799,9891,9969,10034,10119,10203,10301,10359,10400,10494,10623,10690,10741,10906,10926,11041,11161,11235,11300,11346,11494,11558,11608,11625,11715,11817,11912,11969,12013,12153,12157,12300,12388,12411,12555,12574,12657,12774,12829,12888,13037,13100,13144,13243,13321,13430,13560,13606,13669,13828,13850,13950,14050,14114,14177,14311,14416,14462,14601,14620,14738,14780,14844,14950,15046,15078,15159,15238,15342,15438,15497,15636,15659,15800,15818,15958,16084,16110,16194
40,126,234,269,362,476,506,622,705,791,891,974,1006,1193,1196,1313,1433,1460,1580,1717,1823,1882,1913,2031,2091,2142,2248,2336,2461,2514,2583,2622,2715,2828,2867,2949,3086,3133,3262,3294,3419,3460,3499,3612,3676,3749,3784,3852,3950,4052,4059,4142,4235,4268,4371,4465,4501,4590,4662,4778,4829,4900,5045,5073,5150,5245,5341,5454,5522,5637,5693,5833,5854,5949,6024,6163,6249,6265,6354,6453,6548,6634,6739,6802,6876,6925,7033,7154,7202,7372,7410,7473,7570,7717,7731,7817,7912,8000,8110,8165,8222,8314,8388,8452,8550,8604,8698,8778,8863,8935,9011,9087,9228,9247,9357,9383,9499,9545,9646,9763,9805,9897,10032,10097,10105,10190,10233,10357,10480,10564,10593,10642,10787,10827,10974,11021,11150,11210,11304,11358,11437,11505,11619,11635,11793,11804,11879,11974,12024,12099,12157,12283,12346,12466,12480,12591,12636,12727,12833,12980,13027,13046,13208,13256,13359,13394,13525,13612,13696,13804,13869,13945,14020,14103,14249,14259,14385,14468,14615,14634,14765,14777,14850,14921,14988,15070,15196,15285,15382,15418,15501,15599,15724,15749,15870,15982,16012,16108,16233,16267
75,200,312,416,449,497,661,680,755,827,971,1070,1103,1289,1302,1439,1491,1550,1715,1743,1825,1957,1991,2098,2142,2228,2336,2393,2485,2601,2666,2715,2859,2897,3010,3047,3138,3210,3298,3358,3466,3515,3578,3648,3689,3777,3837,3897,3997,4086,4115,4235,4265,4405,4488,4527,4590,4721,4774,4823,4905,4987,5073,5150,5245,5341,5421,5509,5580,5725,5814,5876,5966,6091,6149,6190,6318,6354,6463,6548,6637,6702,6754,6895,6925,7016,7111,7221,7279,7378,7493,7537,7633,7731,7833,7912,8021,8112,8125,8221,8295,8361,8430,8552,8604,8691,8823,8890,8947,9017,9087,9166,9247,9354,9448,9471,9533,9619,9678,9792,9954,9976,10086,10124,10227,10314,10328,10486,10494,10600,10645,10741,10838,10978,11030,11120,11210,11283,11346,11385,11505,11561,11622,11715,11835,11881,11971,11987,12086,12203,12224,12353,12418,12545,12615,12694,12765,12851,12899,12997,13076,13132,13299,13343,13423,13490,13661,13696,13754,13886,13966,14024,14151,14192,14314,14412,14486,14521,14691,14770,14788,14843,14921,15001,15070,15151,15238,15335,15398,15517,15637,15715,15771,15869,15912,15998,16103,16156,16249,16341
164,260,392,445,538,642,663,736,907,926,1034,1180,1293,1298,1433,1486,1581,1647,1771,1825,1917,1974,2113,2190,2246,2295,2389,2488,2543,2636,2785,2848,2885,2992,3040,3133,3203,3268,3338,3453,3533,3593,3650,3697,3816,3827,3895,4000,4059,4167,4196,4278,4402,4446,4514,4546,4666,4727,4824,4872,4950,5079,5106,5223,5288,5395,5509,5598,5661,5759,5910,6000,6072,6153,6252,6338,6355,6458,6547,6575,6693,6754,6832,6925,7027,7111,7202,7322,7375,7471,7575,7633,7752,7762,7850,7990,8068,8116,8247,8355,8378,8493,8554,8620,8687,8809,8831,8914,9010,9051,9134,9247,9297,9394,9458,9548,9649,9670,9769,9863,9961,10089,10147,10218,10305,10341,10400,10494,10593,10686,10765,10822,10941,11002,11144,11217,11308,11353,11407,11460,11533,11644,11715,11803,11837,11961,12014,12075,12190,12279,12377,12467,12482,12557,12692,12739,12824,12922,13009,13046,13145,13225,13321,13457,13549,13578,13664,13778,13850,13967,14057,14067,14163,14267,14393,14423,14558,14620,14692,14777,14836,14921,14960,15046,15125,15223,15385,15407,15511,15606,15681,15784,15841,15901,16011,16087,16182,16249,16361,16444
260,355,441,497,632,663,747,891,956,1080,1129,1242,1313,1373,1474,1584,1595,1743,1805,1892,2020,2049,2144,2226,2253,2389,2485,2547,2622,2710,2846,2866,2983,3060,3113,3229,3302,3332,3382,3473,3565,3671,3704,3752,3833,3901,3978,4059,4135,4227,4253,4337,4427,4489,4617,4699,4776,4811,4889,4950,5011,5092,5173,5328,5400,5480,5579,5665,5759,5836,5933,6018,6133,6172,6265,6339,6432,6538,6626,6665,6754,6838,6944,7023,7057,7170,7230,7397,7471,7511,7633,7715,7821,7889,7990,8041,8143,8269,8322,8361,8430,8500,8606,8684,8788,8894,8912,8969,9080,9111,9212,9274,9383,9458,9583,9615,9670,9769,9863,9961,10034,10162,10220,10247,10315,10385,10496,10555,10692,10780,10843,10963,11072,11077,11165,11234,11309,11381,11456,11529,11633,11701,11782,11923,11931,11987,12064,12202,12232,12395,12461,12534,12613,12641,12733,12823,12887,12981,13090,13156,13253,13321,13399,13482,13626,13664,13767,13903,13944,14016,14110,14200,14259,14352,14512,14543,14609,14692,14790,14808,14889,14957,15027,15149,15194,15305,15398,15531,15554,15682,15808,15832,15915,15998,16129,16184,16267,16312,16421,16546
339,443,497,568,663,770,817,1001,1052,1133,1196,1366,1431,1456,1568,1624,1728,1780,1935,1993,2134,2164,2201,2248,2361,2437,2553,2641,2767,2795,2866,2945,3049,3123,3182,3241,3335,3382,3447,3565,3656,3735,3752,3819,3912,3951,4059,4134,4249,4253,4364,4449,4502,4604,4724,4727,4795,4898,4935,5012,5092,5161,5279,5334,5421,5508,5657,5738,5814,5933,6018,6110,6186,6265,6339,6432,6509,6566,6736,6754,6858,6946,7000,7067,7156,7229,7328,7433,7572,7597,7723,7819,7881,7996,7997,8116,8185,8270,8398,8424,8494,8593,8660,8767,8831,8901,8976,9024,9133,9152,9223,9315,9458,9508,9588,9670,9724,9850,9896,9966,10105,10226,10233,10315,10424,10516,10544,10642,10719,10805,10887,10985,11077,11148,11234,11309,11389,11419,11548,11566,11715,11804,11917,11974,12029,12118,12156,12210,12377,12475,12537,12547,12629,12708,12793,12887,13014,13046,13181,13243,13312,13388,13495,13578,13686,13751,13845,13936,13980,14145,14190,14235,14324,14485,14518,14614,14721,14796,14806,14847,14917,14996,15065,15192,15261,15398,15480,15554,15730,15793,15858,15901,15990,16067,16190,16293,16393,16460,16492,16606
357,453,598,688,714,841,910,1032,1098,1203,1315,1403,1477,1583,1633,1702,1757,1862,1954,2093,2158,2201,2267,2344,2388,2526,2589,2682,2777,2866,2896,3040,3127,3156,3241,3370,3382,3448,3536,3639,3720,3777,3789,3940,3942,4025,4115,4184,4253,4378,4409,4488,4597,4634,4727,4840,4869,4922,5002,5040,5143,5240,5370,5418,5563,5578,5701,5850,5852,5987,6101,6172,6291,6346,6384,6434,6563,6662,6756,6811,6929,7026,7056,7190,7277,7297,7400,7486,7579,7669,7787,7832,7919,7997,8068,8185,8309,8379,8462,8551,8596,8660,8755,8844,8901,8958,9037,9135,9160,9223,9301,9375,9489,9629,9670,9745,9810,9870,9935,10013,10183,10233,10315,10360,10497,10544,10683,10769,10810,10887,10987,11078,11119,11234,11252,11328,11466,11523,11583,11657,11739,11892,11929,12001,12126,12186,12226,12384,12397,12520,12546,12629,12719,12793,12887,12951,13070,13126,13240,13319,13391,13484,13587,13685,13743,13874,13930,14007,14064,14202,14209,14339,14423,14514,14617,14666,14725,14806,14891,14940,15012,15082,15163,15277,15355,15433,15563,15641,15738,15816,15930,15990,16138,16227,16276,16371,16462,16524,16576,16629
451,548,638,708,812,942,1004,1155,1282,1296,1380,1456,1511,1618,1712,1792,1851,1945,2037,2136,2207,2253,2296,2406,2481,2589,2690,2777,2864,2941,2959,3061,3133,3226,3289,3406,3443,3473,3603,3673,3766,3787,3870,3942,4074,4118,4229,4274,4313,4409,4483,4574,4668,4727,4784,4881,4922,4999,5027,5068,5173,5334,5412,5519,5569,5664,5753,5866,5941,6035,6166,6251,6310,6424,6490,6522,6662,6786,6812,6902,7018,7056,7139,7191,7281,7334,7486,7579,7673,7751,7832,7919,7997,8041,8118,8267,8333,8406,8474,8565,8675,8706,8831,8900,8988,9026,9057,9172,9188,9292,9375,9442,9546,9631,9697,9748,9839,9940,9950,10093,10233,10260,10358,10456,10544,10619,10754,10778,10883,10976,11098,11137,11192,11322,11323,11432,11490,11582,11656,11742,11837,11940,12031,12033,12155,12248,12353,12397,12507,12598,12641,12692,12835,12882,12925,13062,13102,13212,13289,13396,13451,13586,13688,13751,13875,13930,13969,14060,14166,14238,14293,14393,14514,14592,14687,14750,14810,14847,14961,14973,15027,15118,15234,15352,15406,15532,15623,15738,15840,15901,15985,16055,16155,16248,16305,16396,16528,16568,16637,16695
539,664,701,814,910,991,1098,1246,1342,1392,1508,1511,1595,1710,1757,1873,1942,2037,2136,2201,2250,2296,2383,2429,2578,2659,2735,2817,2876,2959,3045,3133,3223,3236,3382,3429,3518,3561,3646,3752,3787,3858,3956,4004,4163,4219,4244,4313,4409,4450,4545,4666,4686,4781,4846,4941,5006,5042,5068,5158,5198,5381,5471,5569,5664,5711,5852,5878,6035,6120,6205,6304,6401,6428,6539,6587,6729,6876,6879,6979,7056,7099,7191,7281,7320,7419,7576,7604,7720,7832,7886,7932,8023,8070,8127,8333,8400,8474,8565,8660,8693,8765,8895,8974,9006,9136,9152,9187,9236,9375,9441,9499,9651,9692,9748,9826,9932,9950,10053,10129,10244,10348,10445,10544,10603,10686,10778,10837,10922,11055,11149,11200,11231,11348,11403,11520,11566,11693,11715,11772,11929,11954,12069,12130,12210,12300,12397,12447,12546,12618,12656,12791,12843,12888,13000,13098,13186,13289,13364,13463,13529,13695,13715,13797,13885,13962,14060,14185,14237,14259,14364,14432,14534,14666,14701,14808,14823,14966,14977,15047,15118,15214,15325,15394,15516,15616,15696,15805,15923,15977,16069,16142,16236,16349,16396,16488,16584,16621,16688,16766
638,677,760,851,991,1083,1195,1294,1371,1456,1511,1592,1681,1757,1850,1926,1952,2091,2150,2245,2296,2364,2429,2514,2601,2735,2780,2876,2959,3007,3100,3216,3236,3298,3429,3473,3542,3646,3714,3787,3791,3898,3985,4093,4184,4244,4313,4349,4422,4494,4634,4686,4759,4846,4922,4945,5016,5068,5142,5198,5248,5471,5569,5615,5670,5794,5876,5929,6081,6205,6304,6369,6425,6520,6571,6634,6795,6879,6976,7056,7077,7157,7230,7286,7400,7420,7603,7674,7755,7833,7905,7997,8049,8116,8174,8341,8474,8502,8637,8693,8765,8861,8928,8997,9057,9141,9175,9236,9279,9407,9462,9562,9661,9720,9774,9873,9950,9990,10054,10160,10263,10370,10449,10557,10638,10778,10807,10905,10969,11106,11161,11231,11323,11396,11490,11528,11656,11709,11772,11866,11954,12033,12111,12210,12300,12397,12408,12546,12607,12656,12686,12843,12888,12892,13081,13162,13195,13353,13451,13474,13625,13715,13790,13885,13938,14005,14112,14209,14259,14337,14409,14478,14602,14701,14796,14823,14894,14973,15024,15071,15163,15234,15394,15443,15532,15653,15735,15872,15927,16045,16105,16236,16305,16377,16409,16560,16620,16688,16766,16835
