94,47,32,41,10,37,2,48,1,8,21,14,22,36,5,3,23,7,4,6,9,33,17,73,18,15,11,16,12,13,35,62,19,20,51,24,28,49,40,25,26,27,29,65,30,31,34,72,38,53,39,75,74,42,43,44,45,46,50,55,52,54,78,61,56,57,79,58,66,63,59,64,67,60,76,92,68,96,69,70,77,71,93,80,81,82,83,84,97,85,86,89,95,87,99,90,100,98,88,91,0,6917
41,14,1,5,2,4,3,7,16,6,26,10,13,53,8,9,48,38,11,15,45,12,17,18,19,20,39,21,22,23,50,24,25,42,69,44,61,64,28,27,46,29,43,57,30,31,58,75,51,35,32,65,62,59,33,47,34,60,80,40,52,36,49,37,68,56,63,54,66,76,81,55,97,82,67,70,74,71,72,78,73,77,91,79,83,89,84,85,90,86,87,92,94,93,88,95,96,98,99,100,0,6551
65,64,27,47,7,20,12,1,4,2,3,6,8,5,10,15,13,9,11,18,14,70,19,36,22,40,16,17,28,21,41,23,69,24,31,39,29,32,30,25,26,37,33,84,49,87,34,42,85,35,86,38,43,76,44,60,45,77,46,61,62,48,88,83,55,50,51,52,53,57,82,56,54,75,74,66,71,58,73,67,89,68,79,63,72,59,78,80,91,93,81,94,96,90,92,97,95,98,99,100,0,6585
87,14,5,25,6,1,10,4,2,13,7,64,3,26,20,8,16,11,28,12,9,24,15,17,34,18,19,21,29,45,88,22,35,27,63,33,36,41,23,39,38,30,37,42,31,40,44,65,32,43,60,59,46,49,80,47,61,52,51,48,53,50,54,55,56,57,95,90,58,62,66,89,67,68,69,70,71,78,91,72,84,73,74,77,75,76,79,81,97,85,93,96,94,92,82,99,100,98,83,86,0,6356
82,42,29,24,10,14,22,6,25,1,4,2,7,26,8,27,38,3,5,9,11,16,23,15,17,12,13,18,40,61,39,62,19,20,28,21,30,41,31,32,33,34,35,36,37,54,85,46,51,43,44,67,45,47,48,52,53,89,49,64,55,50,81,76,56,71,57,58,59,63,77,66,60,65,83,68,69,88,84,72,70,90,86,96,91,73,74,75,98,92,78,79,87,93,80,97,94,95,99,100,0,6629
89,15,16,1,2,5,3,17,4,9,12,41,44,38,8,52,37,6,23,18,11,62,19,28,50,21,7,24,22,25,10,14,13,20,30,26,27,40,29,42,71,68,31,32,33,82,34,35,43,95,83,97,45,39,36,46,47,72,48,90,54,75,49,73,51,63,74,53,69,55,56,76,57,77,78,64,58,70,59,60,61,65,66,67,79,80,81,91,86,84,87,96,92,93,85,88,94,98,99,100,0,6470
68,69,4,5,2,1,18,15,3,6,36,17,13,32,7,37,55,31,12,8,9,10,16,23,11,56,38,33,14,19,41,34,22,20,48,21,39,25,24,26,27,28,65,40,29,75,62,30,87,50,35,42,59,43,44,45,46,53,76,47,77,86,49,93,57,51,52,54,72,71,79,58,78,74,60,70,61,63,89,64,92,73,66,84,67,88,80,85,81,82,91,97,98,99,95,83,94,90,96,100,0,6637
66,89,67,24,13,4,12,51,72,32,3,28,76,22,7,6,8,37,5,71,14,9,10,2,1,11,16,15,17,30,38,21,35,18,36,19,20,25,58,23,48,26,87,52,27,29,39,53,41,49,44,40,45,31,33,34,47,46,92,42,73,57,43,50,54,55,60,74,65,56,83,75,64,84,59,61,85,62,90,82,88,68,63,86,93,69,70,77,94,78,79,81,91,96,80,97,100,99,98,95,0,6504
100,85,78,77,76,32,28,25,3,24,2,15,4,13,36,14,1,7,5,12,9,6,8,10,11,16,38,59,49,17,18,19,20,35,57,22,21,23,51,71,39,72,26,27,29,40,30,41,42,31,33,34,37,43,44,45,46,75,53,47,48,86,64,50,52,70,65,62,54,55,56,88,69,63,82,58,80,93,73,90,74,60,61,66,67,79,68,81,87,83,89,94,91,96,92,84,95,97,98,99,0,6741
52,88,62,26,85,38,24,91,39,49,22,27,45,18,16,11,12,19,3,15,2,13,8,17,23,1,28,29,4,14,5,6,7,9,58,59,10,74,20,48,21,41,90,25,30,50,34,31,32,33,51,72,64,71,35,36,40,37,73,42,43,66,60,44,46,70,47,53,54,63,65,55,56,61,57,75,83,67,87,69,68,95,93,84,76,86,77,78,89,79,94,92,80,81,82,96,97,98,99,100,0,6748
