35,6,7,5,1,36,32,2,13,20,17,3,14,4,8,9,41,10,11,12,15,31,46,25,16,23,18,19,21,27,22,26,24,42,34,28,37,29,40,43,45,39,30,38,33,49,47,44,48,50,0,4961
46,42,36,21,23,33,31,37,1,18,29,4,7,2,3,19,13,5,22,6,20,8,9,32,34,16,14,12,10,15,11,41,17,40,24,27,25,44,45,26,28,30,43,47,35,49,38,50,48,39,0,4672
10,39,18,24,4,7,8,37,1,19,11,12,33,2,3,22,5,9,44,15,6,45,16,13,26,14,20,38,21,35,17,23,30,27,43,25,28,47,29,31,48,49,32,34,36,41,46,42,40,50,0,4830
32,28,35,25,36,9,20,4,2,5,6,1,3,27,7,8,14,10,15,11,12,13,26,18,16,17,23,19,40,46,33,21,44,31,38,34,22,39,24,29,30,37,47,41,45,42,50,43,48,49,0,4721
48,4,20,40,28,18,6,22,31,11,17,7,9,1,33,5,23,38,2,8,21,3,30,10,12,13,29,39,16,14,15,19,24,25,27,44,32,26,34,37,35,42,36,41,46,49,47,50,45,43,0,4863
48,27,7,4,10,37,45,3,46,16,2,29,13,5,31,6,9,11,12,1,8,19,15,24,14,22,40,17,18,34,20,21,23,25,38,26,28,41,30,39,42,32,33,35,36,43,47,50,44,49,0,4711
13,25,36,30,2,10,7,42,6,19,1,3,9,34,12,4,35,29,8,11,5,14,15,16,17,44,18,20,23,21,24,22,26,27,32,28,43,38,37,33,46,31,45,39,47,40,50,41,48,49,0,4867
45,28,16,24,13,44,38,25,20,33,4,1,2,14,3,10,5,17,36,21,12,6,9,15,7,8,18,26,32,11,37,19,27,22,23,29,42,30,35,43,31,49,34,39,47,40,50,46,41,48,0,4803
47,19,32,25,5,26,38,7,20,44,3,29,11,1,2,6,14,4,8,9,30,17,10,45,24,12,15,27,13,16,18,28,21,22,33,23,31,34,40,35,36,37,39,43,41,46,42,48,49,50,0,4760
1,22,23,2,3,4,5,19,21,6,9,7,8,10,46,11,12,43,18,13,36,14,25,15,16,17,28,20,42,38,26,37,35,31,44,32,47,33,29,27,24,39,30,34,40,48,41,50,45,49,0,4907
