88,92,62,74,59,79,44,60,6,78,61,1,13,4,2,24,3,5,8,14,7,52,15,9,10,11,75,12,18,16,45,17,29,37,49,34,19,20,21,22,23,41,25,26,27,28,71,30,31,32,33,43,35,36,97,90,47,68,38,69,39,40,42,77,86,87,51,73,46,76,48,53,58,50,80,54,55,56,57,63,64,65,66,67,91,95,70,72,93,81,82,83,84,89,85,96,98,100,99,94,0,7769
83,51,84,37,67,75,40,89,87,90,9,11,3,1,34,4,6,15,45,2,13,7,8,10,18,5,17,14,22,12,16,28,19,24,74,20,38,25,21,52,23,26,27,29,30,39,31,48,32,41,33,35,36,42,43,66,58,57,62,44,46,47,85,54,82,49,50,53,68,69,72,63,76,61,55,86,73,56,59,93,60,64,65,81,88,70,95,99,71,77,78,94,79,97,91,80,98,100,92,96,0,7469
75,71,62,26,72,47,48,10,1,13,11,23,8,3,36,17,4,9,6,2,5,12,7,37,16,14,15,35,25,18,60,19,20,21,22,24,28,41,27,29,30,31,64,32,39,51,58,33,34,44,52,54,38,40,42,43,46,45,53,65,49,63,50,79,78,55,76,56,57,59,92,61,70,66,87,74,67,88,68,77,69,73,89,91,80,90,81,82,83,84,93,97,98,96,94,95,99,86,85,100,0,7610
93,94,51,86,7,26,24,35,39,65,19,8,6,23,2,3,4,9,5,1,10,15,16,57,59,11,12,13,14,30,17,90,18,20,21,37,22,28,52,41,25,27,53,29,31,45,47,32,67,33,60,38,71,34,36,40,91,61,42,46,43,62,58,44,68,48,66,49,50,63,54,55,56,70,64,69,77,72,73,74,96,75,87,78,85,88,76,89,79,95,80,81,82,84,83,92,97,100,98,99,0,7775
76,38,12,2,14,4,26,1,5,7,3,6,15,13,8,27,39,85,30,9,10,11,31,16,25,28,72,17,18,19,20,62,24,51,53,54,21,29,22,32,23,33,34,42,35,40,43,83,36,37,61,41,52,44,73,45,46,47,70,74,48,49,75,66,50,77,55,56,57,58,59,60,65,64,63,84,88,67,68,78,69,71,89,79,82,86,80,92,87,91,95,81,93,98,97,90,96,100,94,99,0,7627
51,86,15,39,27,29,4,14,2,55,7,1,6,3,9,10,8,5,36,11,16,12,19,13,26,23,17,18,28,37,42,24,20,21,25,22,62,31,83,30,40,53,43,63,32,44,41,33,34,35,38,52,67,45,46,47,48,49,75,88,50,80,54,56,64,57,58,59,70,60,61,65,66,84,68,69,71,72,87,77,73,76,78,74,90,82,79,81,94,97,85,89,93,95,98,99,91,92,96,100,0,7413
78,98,63,28,59,9,26,20,14,16,47,1,5,4,12,37,13,2,11,6,15,27,10,3,7,8,17,18,33,19,24,21,36,22,23,25,40,29,77,50,62,70,30,31,32,46,35,34,48,61,38,60,44,39,41,66,42,49,43,57,53,45,51,52,64,54,68,58,55,67,72,69,65,74,56,71,73,79,90,75,76,80,93,81,82,83,91,84,89,87,85,88,94,86,92,95,96,97,99,100,0,7463
99,86,75,38,76,79,46,90,36,48,16,37,1,62,12,5,6,13,14,2,3,11,26,4,23,10,15,7,40,47,61,24,8,9,17,18,89,94,19,20,21,53,22,29,39,84,28,52,27,25,30,31,32,33,34,35,50,41,49,42,55,51,43,54,44,56,77,85,45,57,95,58,66,59,60,65,67,63,64,68,69,87,70,71,74,72,91,73,78,80,81,82,88,93,92,83,97,98,96,100,0,7664
96,50,51,88,7,73,1,2,6,3,13,4,57,15,8,5,24,25,26,9,61,79,19,12,16,14,10,18,11,17,27,42,20,52,21,75,22,63,23,41,29,28,30,31,32,89,49,33,39,62,34,35,40,36,67,37,38,43,44,64,45,46,54,65,47,48,53,55,56,58,80,66,76,60,59,68,77,78,69,94,70,82,71,74,93,72,97,81,91,83,92,87,84,85,90,86,95,98,99,100,0,7802
88,96,27,2,3,13,7,4,8,36,19,49,1,5,6,16,15,14,51,50,30,9,10,11,12,17,18,40,20,52,38,21,22,23,24,65,25,39,34,35,60,43,26,28,29,42,66,31,41,48,32,37,33,44,45,53,46,47,54,55,73,56,74,57,71,75,58,82,79,61,59,76,78,62,64,63,81,67,72,77,68,80,69,83,70,84,92,85,93,86,89,94,87,97,90,91,95,100,98,99,0,7608
