39,38,30,33,17,2,7,3,16,19,27,1,4,10,24,35,9,5,25,18,6,8,11,12,20,21,34,32,13,22,29,15,42,14,28,26,40,23,46,41,31,37,36,47,43,44,45,50,48,49,0,3429
49,45,11,16,7,25,21,6,1,4,2,5,8,10,33,18,3,9,17,12,13,19,22,42,14,15,20,23,24,27,39,44,26,34,28,31,30,43,29,36,32,35,37,38,46,40,41,47,48,50,0,3536
50,34,12,4,10,2,3,27,24,8,13,9,1,5,31,6,21,16,7,14,11,15,19,20,22,28,17,38,18,33,23,26,36,25,29,30,37,32,39,40,35,41,42,43,46,45,49,47,48,44,0,3356
14,27,10,8,5,12,1,6,2,3,4,7,11,9,13,20,16,25,15,32,38,17,24,18,21,19,22,26,23,37,30,34,39,42,45,33,41,28,29,31,35,46,40,36,43,49,44,47,48,50,0,3493
46,3,42,34,23,10,1,2,11,17,6,4,13,8,18,39,25,5,24,9,16,7,12,28,40,14,19,15,41,26,27,50,20,48,21,43,22,33,29,30,44,36,35,31,32,37,47,45,38,49,0,3564
46,39,48,45,15,10,20,3,1,2,4,6,7,11,27,14,8,5,9,16,33,31,12,24,13,38,17,36,18,43,26,30,19,25,23,32,21,22,47,28,29,34,35,37,44,40,41,50,42,49,0,3486
27,13,12,21,3,7,1,2,4,5,8,9,6,20,10,15,11,14,16,17,38,18,19,44,22,34,26,23,46,33,24,30,25,35,28,37,29,31,32,45,36,39,40,41,50,42,43,47,48,49,0,3317
25,28,9,1,13,2,3,4,5,6,10,7,18,8,19,11,14,26,35,29,20,15,12,16,21,17,39,45,22,27,23,24,30,31,38,32,37,36,49,41,40,42,44,33,34,43,46,47,48,50,0,3380
38,39,1,2,3,16,4,5,8,27,41,24,25,11,18,6,28,12,7,29,13,26,9,14,19,15,10,21,42,17,23,20,30,22,31,32,33,34,35,46,36,40,37,49,43,44,45,50,47,48,0,3163
16,9,1,36,21,15,6,2,19,24,3,4,5,8,17,14,11,10,7,12,13,18,45,35,34,33,38,37,22,43,20,23,25,44,26,32,40,27,30,31,28,29,46,39,48,50,41,47,42,49,0,3507
