13,39,61,146,207,264,319,406,457,526,620,712,806,870,960,1035,1132,1205,1278,1328,1421,1499,1563,1662,1712,1807,1872,1968,2021,2105,2203,2250,2329,2425,2512,2608,2644,2740,2810,2901,2989,3045,3097,3172,3230,3315,3408,3484,3525,3596
39,61,146,207,264,319,406,457,518,620,712,806,870,960,1023,1094,1205,1238,1328,1421,1499,1563,1662,1712,1798,1872,1968,2021,2103,2186,2250,2329,2425,2512,2608,2644,2740,2810,2901,2984,3045,3097,3172,3230,3304,3408,3437,3525,3596,3663
50,100,207,264,315,352,431,518,617,712,806,870,955,1016,1092,1189,1238,1328,1413,1499,1551,1643,1711,1798,1872,1968,2016,2103,2156,2250,2329,2412,2503,2608,2644,2733,2810,2901,2984,3010,3097,3172,3230,3296,3378,3437,3525,3596,3663,3754
89,186,264,315,352,431,518,617,712,806,860,936,1016,1092,1189,1228,1319,1413,1499,1551,1643,1706,1798,1872,1965,2016,2057,2136,2230,2329,2412,2503,2580,2639,2733,2810,2901,2960,2999,3097,3172,3230,3296,3378,3437,3495,3587,3663,3754,3846
186,217,308,352,431,518,617,712,806,860,936,1016,1092,1189,1228,1319,1413,1499,1551,1643,1700,1798,1872,1965,2016,2057,2136,2230,2329,2412,2503,2580,2629,2733,2810,2901,2945,2998,3077,3159,3230,3296,3378,3437,3495,3587,3645,3744,3834,3944
213,290,336,431,514,617,712,799,840,936,1016,1092,1189,1228,1319,1381,1459,1551,1643,1700,1798,1872,1945,2004,2044,2136,2223,2328,2412,2503,2580,2629,2714,2793,2892,2945,2978,3046,3140,3230,3296,3334,3400,3495,3587,3628,3744,3834,3891,4004
284,336,421,514,611,712,799,837,936,1016,1064,1189,1227,1278,1372,1459,1545,1643,1700,1798,1859,1945,2004,2042,2136,2223,2262,2395,2490,2580,2629,2714,2793,2858,2921,2948,3046,3140,3230,3296,3334,3400,3495,3587,3628,3722,3815,3891,3978,4076
326,348,493,536,703,787,828,936,1016,1053,1134,1222,1278,1372,1438,1531,1643,1698,1798,1853,1945,2004,2042,2136,2223,2262,2353,2490,2545,2617,2714,2793,2829,2863,2940,3046,3135,3230,3296,3334,3400,3480,3542,3628,3722,3815,3864,3948,4037,4123
348,430,529,563,719,802,920,1011,1053,1134,1221,1278,1372,1438,1531,1571,1661,1710,1838,1894,2004,2042,2135,2223,2262,2353,2434,2523,2617,2714,2793,2816,2850,2940,3005,3096,3157,3296,3322,3364,3478,3533,3583,3722,3815,3864,3926,4016,4097,4153
430,487,540,587,781,814,967,1050,1077,1221,1244,1346,1438,1461,1571,1621,1702,1769,1840,1940,2042,2135,2219,2233,2284,2417,2515,2617,2714,2768,2816,2850,2872,2967,3096,3128,3219,3322,3332,3385,3489,3567,3676,3803,3864,3915,4016,4097,4136,4164
